Stationsnummer: 2219
Stationsname: Oberried / Lenk
DBLH-Nr: 00735
Gewässer: Simme
Exportperiode: 1944-01-01 - 2025-12-31
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Monatsmaxima
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-03-01 00:00:00;1957-03-19 12:00:00;0.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-04-01 00:00:00;1957-04-28 12:00:00;1.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-05-01 00:00:00;1957-05-19 12:00:00;2.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-06-01 00:00:00;1957-06-22 12:00:00;11.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-07-01 00:00:00;1957-07-09 12:00:00;9.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-08-01 00:00:00;1957-08-11 12:00:00;12.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-09-01 00:00:00;1957-09-24 12:00:00;11.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-10-01 00:00:00;1957-10-01 12:00:00;1.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-11-01 00:00:00;1957-11-07 12:00:00;0.510;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1957-12-01 00:00:00;1957-12-08 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-01-01 00:00:00;1958-01-01 12:00:00;0.180;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-02-01 00:00:00;1958-02-17 12:00:00;4.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-03-01 00:00:00;1958-03-31 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-04-01 00:00:00;1958-04-22 12:00:00;1.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-05-01 00:00:00;1958-05-10 12:00:00;8.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-06-01 00:00:00;1958-06-21 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-07-01 00:00:00;1958-07-17 12:00:00;11.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-08-01 00:00:00;1958-08-11 12:00:00;14.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-09-01 00:00:00;1958-09-22 12:00:00;11.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-10-01 00:00:00;1958-10-01 12:00:00;3.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-11-01 00:00:00;1958-11-03 12:00:00;1.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1958-12-01 00:00:00;1958-12-29 12:00:00;0.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-01-01 00:00:00;1959-01-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-02-01 00:00:00;1959-02-08 12:00:00;0.250;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-03-01 00:00:00;1959-03-23 12:00:00;0.690;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-04-01 00:00:00;1959-04-30 12:00:00;1.320;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-05-01 00:00:00;1959-05-23 12:00:00;3.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-06-01 00:00:00;1959-06-27 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-07-01 00:00:00;1959-07-15 12:00:00;18.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-08-01 00:00:00;1959-08-15 12:00:00;11.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-09-01 00:00:00;1959-09-27 12:00:00;5.980;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-10-01 00:00:00;1959-10-01 12:00:00;3.240;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-11-01 00:00:00;1959-11-18 12:00:00;0.660;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1959-12-01 00:00:00;1959-12-26 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-01-01 00:00:00;1960-01-03 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-02-01 00:00:00;1960-02-29 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-03-01 00:00:00;1960-03-04 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-04-01 00:00:00;1960-04-10 12:00:00;1.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-05-01 00:00:00;1960-05-16 12:00:00;4.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-06-01 00:00:00;1960-06-19 12:00:00;14.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-07-01 00:00:00;1960-07-31 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-08-01 00:00:00;1960-08-05 12:00:00;16.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-09-01 00:00:00;1960-09-04 12:00:00;6.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-10-01 00:00:00;1960-10-01 12:00:00;2.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-11-01 00:00:00;1960-11-02 12:00:00;2.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1960-12-01 00:00:00;1960-12-01 12:00:00;0.440;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-01-01 00:00:00;1961-01-01 12:00:00;0.210;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-02-01 00:00:00;1961-02-28 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-03-01 00:00:00;1961-03-19 12:00:00;0.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-04-01 00:00:00;1961-04-09 12:00:00;1.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-05-01 00:00:00;1961-05-06 12:00:00;2.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-06-01 00:00:00;1961-06-26 12:00:00;10.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-07-01 00:00:00;1961-07-03 12:00:00;11.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-08-01 00:00:00;1961-08-11 12:00:00;13.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-09-01 00:00:00;1961-09-03 12:00:00;7.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-10-01 00:00:00;1961-10-01 12:00:00;3.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-11-01 00:00:00;1961-11-09 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1961-12-01 00:00:00;1961-12-12 12:00:00;5.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-01-01 00:00:00;1962-01-01 12:00:00;1.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-02-01 00:00:00;1962-02-08 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-03-01 00:00:00;1962-03-31 12:00:00;1.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-04-01 00:00:00;1962-04-26 12:00:00;2.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-05-01 00:00:00;1962-05-08 12:00:00;3.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-06-01 00:00:00;1962-06-24 12:00:00;8.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-07-01 00:00:00;1962-07-28 12:00:00;9.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-08-01 00:00:00;1962-08-07 12:00:00;12.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-09-01 00:00:00;1962-09-07 12:00:00;9.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-10-01 00:00:00;1962-10-03 12:00:00;1.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-11-01 00:00:00;1962-11-08 12:00:00;6.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1962-12-01 00:00:00;1962-12-15 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-01-01 00:00:00;1963-01-01 12:00:00;0.230;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-02-01 00:00:00;1963-02-01 12:00:00;0.130;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-03-01 00:00:00;1963-03-19 12:00:00;0.250;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-04-01 00:00:00;1963-04-30 12:00:00;2.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-05-01 00:00:00;1963-05-31 12:00:00;5.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-06-01 00:00:00;1963-06-28 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-07-01 00:00:00;1963-07-26 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-08-01 00:00:00;1963-08-12 12:00:00;13.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-09-01 00:00:00;1963-09-18 12:00:00;7.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-10-01 00:00:00;1963-10-07 12:00:00;4.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-11-01 00:00:00;1963-11-16 12:00:00;3.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1963-12-01 00:00:00;1963-12-04 12:00:00;0.470;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-01-01 00:00:00;1964-01-21 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-02-01 00:00:00;1964-02-04 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-03-01 00:00:00;1964-03-20 12:00:00;1.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-04-01 00:00:00;1964-04-18 12:00:00;1.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-05-01 00:00:00;1964-05-20 12:00:00;8.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-06-01 00:00:00;1964-06-14 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-07-01 00:00:00;1964-07-25 12:00:00;11.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-08-01 00:00:00;1964-08-04 12:00:00;11.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-09-01 00:00:00;1964-09-17 12:00:00;13.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-10-01 00:00:00;1964-10-08 12:00:00;5.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-11-01 00:00:00;1964-11-19 12:00:00;1.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1964-12-01 00:00:00;1964-12-01 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-01-01 00:00:00;1965-01-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-02-01 00:00:00;1965-02-01 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-03-01 00:00:00;1965-03-31 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-04-01 00:00:00;1965-04-16 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-05-01 00:00:00;1965-05-17 12:00:00;7.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-06-01 00:00:00;1965-06-27 12:00:00;12.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-07-01 00:00:00;1965-07-25 12:00:00;13.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-08-01 00:00:00;1965-08-22 12:00:00;8.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-09-01 00:00:00;1965-09-02 12:00:00;5.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-10-01 00:00:00;1965-10-01 12:00:00;1.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-11-01 00:00:00;1965-11-27 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1965-12-01 00:00:00;1965-12-06 12:00:00;1.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-01-01 00:00:00;1966-01-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-02-01 00:00:00;1966-02-09 12:00:00;0.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-03-01 00:00:00;1966-03-01 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-04-01 00:00:00;1966-04-30 12:00:00;2.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-05-01 00:00:00;1966-05-23 12:00:00;4.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-06-01 00:00:00;1966-06-18 12:00:00;10.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-07-01 00:00:00;1966-07-15 12:00:00;9.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-08-01 00:00:00;1966-08-04 12:00:00;11.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-09-01 00:00:00;1966-09-13 12:00:00;5.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-10-01 00:00:00;1966-10-12 12:00:00;2.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-11-01 00:00:00;1966-11-06 12:00:00;0.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1966-12-01 00:00:00;1966-12-02 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-01-01 00:00:00;1967-01-02 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-02-01 00:00:00;1967-02-23 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-03-01 00:00:00;1967-03-09 12:00:00;0.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-04-01 00:00:00;1967-04-20 12:00:00;1.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-05-01 00:00:00;1967-05-28 12:00:00;4.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-06-01 00:00:00;1967-06-29 12:00:00;10.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-07-01 00:00:00;1967-07-24 12:00:00;12.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-08-01 00:00:00;1967-08-03 12:00:00;11.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-09-01 00:00:00;1967-09-04 12:00:00;5.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-10-01 00:00:00;1967-10-04 12:00:00;2.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-11-01 00:00:00;1967-11-17 12:00:00;1.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1967-12-01 00:00:00;1967-12-01 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-01-01 00:00:00;1968-01-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-02-01 00:00:00;1968-02-19 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-03-01 00:00:00;1968-03-31 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-04-01 00:00:00;1968-04-23 12:00:00;2.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-05-01 00:00:00;1968-05-30 12:00:00;6.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-06-01 00:00:00;1968-06-29 12:00:00;8.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-07-01 00:00:00;1968-07-11 12:00:00;10.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-08-01 00:00:00;1968-08-03 12:00:00;11.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-09-01 00:00:00;1968-09-22 12:00:00;11.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-10-01 00:00:00;1968-10-01 12:00:00;1.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-11-01 00:00:00;1968-11-03 12:00:00;11.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1968-12-01 00:00:00;1968-12-01 12:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-01-01 00:00:00;1969-01-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-02-01 00:00:00;1969-02-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-03-01 00:00:00;1969-03-18 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-04-01 00:00:00;1969-04-28 12:00:00;2.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-05-01 00:00:00;1969-05-15 12:00:00;4.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-06-01 00:00:00;1969-06-19 12:00:00;7.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-07-01 00:00:00;1969-07-06 12:00:00;9.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-08-01 00:00:00;1969-08-14 12:00:00;15.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-09-01 00:00:00;1969-09-04 12:00:00;7.900;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-10-01 00:00:00;1969-10-01 12:00:00;1.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-11-01 00:00:00;1969-11-12 12:00:00;1.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1969-12-01 00:00:00;1969-12-24 12:00:00;0.600;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-01-01 00:00:00;1970-01-14 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-02-01 00:00:00;1970-02-04 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-03-01 00:00:00;1970-03-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-04-01 00:00:00;1970-04-24 12:00:00;1.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-05-01 00:00:00;1970-05-26 12:00:00;3.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-06-01 00:00:00;1970-06-19 12:00:00;10.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-07-01 00:00:00;1970-07-28 12:00:00;10.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-08-01 00:00:00;1970-08-03 12:00:00;12.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-09-01 00:00:00;1970-09-11 12:00:00;6.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-10-01 00:00:00;1970-10-02 12:00:00;3.000;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-11-01 00:00:00;1970-11-19 12:00:00;1.100;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1970-12-01 00:00:00;1970-12-01 12:00:00;0.800;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-01-01 00:00:00;1971-01-02 12:00:00;0.400;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-02-01 00:00:00;1971-02-01 12:00:00;0.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-03-01 00:00:00;1971-03-18 12:00:00;0.200;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Monatsmaxima;m3/s;Simme;1971-04-01 00:00:00;1971-04-23 12:00:00;2.200;Freigegeben, validierte Daten
