;DOY;original;one-hour;four-hour;half-daily;daily;three-daily
;181.2083;-0.6040;-0.5922;-0.5804;-0.5369;-0.5754;-0.5876
;181.2153;-0.6240;-0.6094;-0.5829;-0.5349;-0.5754;-0.5881
;181.2222;-0.6060;-0.6178;-0.5817;-0.5332;-0.5754;-0.5886
;181.2292;-0.6310;-0.6182;-0.5818;-0.5316;-0.5755;-0.5891
;181.2361;-0.6240;-0.6146;-0.5816;-0.5303;-0.5755;-0.5896
;181.2431;-0.6060;-0.6182;-0.5819;-0.5292;-0.5756;-0.5901
;181.2500;-0.6060;-0.6132;-0.5824;-0.5283;-0.5757;-0.5906
;181.2569;-0.6240;-0.6096;-0.5849;-0.5277;-0.5759;-0.5911
;181.2639;-0.6060;-0.6080;-0.5863;-0.5273;-0.5760;-0.5916
;181.2708;-0.6060;-0.6032;-0.5874;-0.5270;-0.5761;-0.5921
;181.2778;-0.5980;-0.5894;-0.5872;-0.5269;-0.5761;-0.5926
;181.2847;-0.5820;-0.5776;-0.5866;-0.5269;-0.5762;-0.5932
;181.2917;-0.5550;-0.5626;-0.5839;-0.5270;-0.5762;-0.5937
;181.2986;-0.5470;-0.5540;-0.5800;-0.5272;-0.5761;-0.5943
;181.3056;-0.5310;-0.5472;-0.5739;-0.5274;-0.5760;-0.5949
;181.3125;-0.5550;-0.5522;-0.5678;-0.5277;-0.5759;-0.5955
;181.3194;-0.5480;-0.5612;-0.5590;-0.5281;-0.5758;-0.5961
;181.3264;-0.5800;-0.5782;-0.5502;-0.5285;-0.5757;-0.5968
;181.3333;-0.5920;-0.5834;-0.5407;-0.5289;-0.5756;-0.5974
;181.3403;-0.6160;-0.5902;-0.5309;-0.5294;-0.5755;-0.5981
;181.3472;-0.5810;-0.5840;-0.5210;-0.5300;-0.5754;-0.5988
;181.3542;-0.5820;-0.5718;-0.5118;-0.5307;-0.5753;-0.5995
;181.3611;-0.5490;-0.5514;-0.5030;-0.5316;-0.5752;-0.6002
;181.3681;-0.5310;-0.5364;-0.4960;-0.5325;-0.5752;-0.6009
;181.3750;-0.5140;-0.5144;-0.4908;-0.5336;-0.5751;-0.6017
;181.3819;-0.5060;-0.4952;-0.4872;-0.5347;-0.5750;-0.6024
;181.3889;-0.4720;-0.4712;-0.4854;-0.5359;-0.5750;-0.6032
;181.3958;-0.4530;-0.4490;-0.4843;-0.5371;-0.5749;-0.6040
;181.4028;-0.4110;-0.4216;-0.4844;-0.5383;-0.5749;-0.6048
;181.4097;-0.4030;-0.3994;-0.4848;-0.5394;-0.5748;-0.6056
;181.4167;-0.3690;-0.3842;-0.4836;-0.5406;-0.5746;-0.6064
;181.4236;-0.3610;-0.3774;-0.4832;-0.5418;-0.5744;-0.6073
;181.4306;-0.3770;-0.3738;-0.4820;-0.5429;-0.5742;-0.6081
;181.4375;-0.3770;-0.3844;-0.4808;-0.5439;-0.5740;-0.6090
;181.4444;-0.3850;-0.4030;-0.4808;-0.5450;-0.5738;-0.6099
;181.4514;-0.4220;-0.4202;-0.4822;-0.5460;-0.5737;-0.6108
;181.4583;-0.4540;-0.4456;-0.4840;-0.5471;-0.5735;-0.6117
;181.4653;-0.4630;-0.4690;-0.4869;-0.5482;-0.5735;-0.6126
;181.4722;-0.5040;-0.4960;-0.4894;-0.5494;-0.5734;-0.6136
;181.4792;-0.5020;-0.5168;-0.4932;-0.5507;-0.5734;-0.6145
;181.4861;-0.5570;-0.5342;-0.4984;-0.5520;-0.5734;-0.6154
;181.4931;-0.5580;-0.5502;-0.5037;-0.5533;-0.5735;-0.6164
;181.5000;-0.5500;-0.5668;-0.5109;-0.5547;-0.5736;-0.6173
;181.5069;-0.5840;-0.5654;-0.5179;-0.5562;-0.5737;-0.6182
;181.5139;-0.5850;-0.5704;-0.5242;-0.5576;-0.5739;-0.6192
;181.5208;-0.5500;-0.5774;-0.5277;-0.5590;-0.5741;-0.6201
;181.5278;-0.5830;-0.5758;-0.5322;-0.5604;-0.5744;-0.6211
;181.5347;-0.5850;-0.5758;-0.5350;-0.5617;-0.5746;-0.6221
;181.5417;-0.5760;-0.5794;-0.5357;-0.5630;-0.5749;-0.6230
;181.5486;-0.5850;-0.5762;-0.5358;-0.5643;-0.5753;-0.6240
;181.5556;-0.5680;-0.5762;-0.5362;-0.5655;-0.5757;-0.6250
;181.5625;-0.5670;-0.5696;-0.5354;-0.5668;-0.5761;-0.6260
;181.5694;-0.5850;-0.5690;-0.5366;-0.5682;-0.5765;-0.6270
;181.5764;-0.5430;-0.5642;-0.5354;-0.5696;-0.5771;-0.6281
;181.5833;-0.5820;-0.5544;-0.5365;-0.5711;-0.5776;-0.6291
;181.5903;-0.5440;-0.5304;-0.5384;-0.5727;-0.5784;-0.6301
;181.5972;-0.5180;-0.5198;-0.5418;-0.5744;-0.5792;-0.6311
;181.6042;-0.4650;-0.4944;-0.5460;-0.5763;-0.5800;-0.6322
;181.6111;-0.4900;-0.4736;-0.5537;-0.5782;-0.5809;-0.6332
;181.6181;-0.4550;-0.4610;-0.5607;-0.5803;-0.5818;-0.6343
;181.6250;-0.4400;-0.4628;-0.5698;-0.5826;-0.5827;-0.6353
;181.6319;-0.4550;-0.4614;-0.5781;-0.5849;-0.5836;-0.6364
;181.6389;-0.4740;-0.4770;-0.5865;-0.5873;-0.5845;-0.6374
;181.6458;-0.4830;-0.4942;-0.5959;-0.5897;-0.5853;-0.6385
;181.6528;-0.5330;-0.5206;-0.6050;-0.5922;-0.5861;-0.6395
;181.6597;-0.5260;-0.5450;-0.6123;-0.5947;-0.5869;-0.6406
;181.6667;-0.5870;-0.5824;-0.6206;-0.5968;-0.5876;-0.6416
;181.6736;-0.5960;-0.6138;-0.6254;-0.5989;-0.5883;-0.6426
;181.6806;-0.6700;-0.6570;-0.6316;-0.6010;-0.5890;-0.6436
;181.6875;-0.6900;-0.6914;-0.6365;-0.6030;-0.5896;-0.6447
;181.6944;-0.7420;-0.7344;-0.6435;-0.6051;-0.5902;-0.6456
;181.7014;-0.7590;-0.7574;-0.6491;-0.6071;-0.5908;-0.6466
;181.7083;-0.8110;-0.7782;-0.6555;-0.6090;-0.5914;-0.6476
;181.7153;-0.7850;-0.7904;-0.6624;-0.6108;-0.5919;-0.6486
;181.7222;-0.7940;-0.7974;-0.6684;-0.6125;-0.5924;-0.6495
;181.7292;-0.8030;-0.7888;-0.6740;-0.6141;-0.5930;-0.6505
;181.7361;-0.7940;-0.7822;-0.6782;-0.6155;-0.5936;-0.6514
;181.7431;-0.7680;-0.7634;-0.6812;-0.6169;-0.5941;-0.6523
;181.7500;-0.7520;-0.7428;-0.6847;-0.6180;-0.5947;-0.6533
;181.7569;-0.7000;-0.7120;-0.6866;-0.6190;-0.5952;-0.6542
;181.7639;-0.7000;-0.6864;-0.6883;-0.6199;-0.5957;-0.6551
;181.7708;-0.6400;-0.6622;-0.6882;-0.6206;-0.5962;-0.6560
;181.7778;-0.6400;-0.6450;-0.6877;-0.6213;-0.5966;-0.6568
;181.7847;-0.6310;-0.6278;-0.6846;-0.6218;-0.5971;-0.6577
;181.7917;-0.6140;-0.6208;-0.6810;-0.6223;-0.5976;-0.6586
;181.7986;-0.6140;-0.6154;-0.6760;-0.6229;-0.5981;-0.6594
;181.8056;-0.6050;-0.6070;-0.6723;-0.6234;-0.5986;-0.6603
;181.8125;-0.6130;-0.6056;-0.6694;-0.6239;-0.5992;-0.6611
;181.8194;-0.5890;-0.6056;-0.6657;-0.6245;-0.5998;-0.6619
;181.8264;-0.6070;-0.6116;-0.6628;-0.6251;-0.6005;-0.6627
;181.8333;-0.6140;-0.6166;-0.6602;-0.6257;-0.6013;-0.6635
;181.8403;-0.6350;-0.6324;-0.6579;-0.6268;-0.6022;-0.6642
;181.8472;-0.6380;-0.6464;-0.6566;-0.6278;-0.6031;-0.6650
;181.8542;-0.6680;-0.6566;-0.6550;-0.6288;-0.6040;-0.6657
;181.8611;-0.6770;-0.6632;-0.6562;-0.6298;-0.6051;-0.6664
;181.8681;-0.6650;-0.6728;-0.6570;-0.6308;-0.6062;-0.6671
;181.8750;-0.6680;-0.6778;-0.6586;-0.6317;-0.6074;-0.6678
;181.8819;-0.6860;-0.6864;-0.6608;-0.6324;-0.6086;-0.6684
;181.8889;-0.6930;-0.6958;-0.6622;-0.6331;-0.6098;-0.6691
;181.8958;-0.7200;-0.7062;-0.6638;-0.6337;-0.6111;-0.6697
;181.9028;-0.7120;-0.7096;-0.6633;-0.6343;-0.6123;-0.6703
;181.9097;-0.7200;-0.7100;-0.6638;-0.6347;-0.6135;-0.6709
;181.9167;-0.7030;-0.6998;-0.6395;-0.6351;-0.6146;-0.6715
;181.9236;-0.6950;-0.6894;-0.6379;-0.6354;-0.6158;-0.6721
;181.9306;-0.6690;-0.6792;-0.6355;-0.6357;-0.6170;-0.6726
;181.9375;-0.6600;-0.6706;-0.6336;-0.6360;-0.6181;-0.6732
;181.9444;-0.6690;-0.6656;-0.6299;-0.6362;-0.6193;-0.6737
;181.9514;-0.6600;-0.6656;-0.6251;-0.6364;-0.6205;-0.6742
;181.9583;-0.6700;-0.6638;-0.6211;-0.6365;-0.6217;-0.6747
;181.9653;-0.6690;-0.6586;-0.6170;-0.6365;-0.6228;-0.6752
;181.9722;-0.6510;-0.6470;-0.6112;-0.6365;-0.6239;-0.6757
;181.9792;-0.6430;-0.6330;-0.6058;-0.6364;-0.6251;-0.6762
;181.9861;-0.6020;-0.4992;-0.5996;-0.6363;-0.6262;-0.6768
;181.9931;-0.6000;-0.4840;-0.5938;-0.6361;-0.6273;-0.6773
;182.0000;0.0000;-0.4702;-0.5884;-0.6358;-0.6284;-0.6778
;182.0069;-0.5750;-0.4680;-0.5839;-0.6354;-0.6294;-0.6783
;182.0139;-0.5740;-0.4630;-0.5798;-0.6350;-0.6304;-0.6789
;182.0208;-0.5910;-0.5744;-0.5775;-0.6346;-0.6314;-0.6794
;182.0278;-0.5750;-0.5726;-0.5758;-0.6342;-0.6323;-0.6800
;182.0347;-0.5570;-0.5710;-0.5739;-0.6337;-0.6332;-0.6806
;182.0417;-0.5660;-0.5608;-0.5730;-0.6333;-0.6341;-0.6811
;182.0486;-0.5660;-0.5572;-0.5730;-0.6330;-0.6349;-0.6817
;182.0556;-0.5400;-0.5590;-0.5732;-0.6327;-0.6357;-0.6823
;182.0625;-0.5570;-0.5590;-0.5747;-0.6325;-0.6365;-0.6829
;182.0694;-0.5660;-0.5628;-0.5769;-0.6324;-0.6373;-0.6835
;182.0764;-0.5660;-0.5732;-0.5811;-0.6324;-0.6381;-0.6841
;182.0833;-0.5850;-0.5802;-0.5840;-0.6323;-0.6390;-0.6847
;182.0903;-0.5920;-0.5892;-0.6109;-0.6324;-0.6398;-0.6853
;182.0972;-0.5920;-0.5998;-0.6144;-0.6324;-0.6407;-0.6859
;182.1042;-0.6110;-0.6068;-0.6173;-0.6325;-0.6416;-0.6866
;182.1111;-0.6190;-0.6158;-0.6195;-0.6326;-0.6425;-0.6872
;182.1181;-0.6200;-0.6316;-0.6221;-0.6328;-0.6434;-0.6878
;182.1250;-0.6370;-0.6440;-0.6246;-0.6329;-0.6443;-0.6885
;182.1319;-0.6710;-0.6580;-0.6265;-0.6330;-0.6452;-0.6892
;182.1389;-0.6730;-0.6738;-0.6286;-0.6331;-0.6461;-0.6898
;182.1458;-0.6890;-0.6876;-0.6318;-0.6331;-0.6470;-0.6905
;182.1528;-0.6990;-0.6880;-0.6344;-0.6330;-0.6479;-0.6912
;182.1597;-0.7060;-0.6880;-0.6373;-0.6330;-0.6487;-0.6918
;182.1667;-0.6730;-0.6828;-0.6406;-0.6328;-0.6495;-0.6925
;182.1736;-0.6730;-0.6722;-0.6444;-0.6330;-0.6503;-0.6932
;182.1806;-0.6630;-0.6602;-0.6477;-0.6332;-0.6510;-0.6939
;182.1875;-0.6460;-0.6534;-0.6503;-0.6334;-0.6517;-0.6946
;182.1944;-0.6460;-0.6428;-0.6531;-0.6337;-0.6524;-0.6953
;182.2014;-0.6390;-0.6330;-0.6553;-0.6340;-0.6531;-0.6960
;182.2083;-0.6200;-0.6276;-0.6574;-0.6343;-0.6538;-0.6967
;182.2153;-0.6140;-0.6224;-0.6597;-0.6347;-0.6545;-0.6973
;182.2222;-0.6190;-0.6186;-0.6608;-0.6352;-0.6552;-0.6980
;182.2292;-0.6200;-0.6224;-0.6623;-0.6358;-0.6559;-0.6987
;182.2361;-0.6200;-0.6292;-0.6628;-0.6364;-0.6567;-0.6994
;182.2431;-0.6390;-0.6416;-0.6628;-0.6372;-0.6575;-0.7001
;182.2500;-0.6480;-0.6524;-0.6602;-0.6382;-0.6584;-0.7008
;182.2569;-0.6810;-0.6598;-0.6592;-0.6392;-0.6593;-0.7015
;182.2639;-0.6740;-0.6682;-0.6582;-0.6403;-0.6603;-0.7022
;182.2708;-0.6570;-0.6734;-0.6562;-0.6414;-0.6614;-0.7030
;182.2778;-0.6810;-0.6720;-0.6553;-0.6426;-0.6625;-0.7037
;182.2847;-0.6740;-0.6758;-0.6554;-0.6438;-0.6637;-0.7044
;182.2917;-0.6740;-0.6844;-0.6554;-0.6449;-0.6650;-0.7052
;182.2986;-0.6930;-0.6902;-0.6566;-0.6461;-0.6665;-0.7059
;182.3056;-0.7000;-0.6954;-0.6578;-0.6472;-0.6680;-0.7067
;182.3125;-0.7100;-0.7006;-0.6589;-0.6483;-0.6696;-0.7075
;182.3194;-0.7000;-0.6900;-0.6600;-0.6494;-0.6714;-0.7084
;182.3264;-0.7000;-0.6796;-0.6611;-0.6504;-0.6732;-0.7092
;182.3333;-0.6400;-0.6674;-0.6613;-0.6515;-0.6752;-0.7101
;182.3403;-0.6480;-0.6500;-0.6624;-0.6525;-0.6773;-0.7109
;182.3472;-0.6490;-0.6346;-0.6626;-0.6532;-0.6795;-0.7118
;182.3542;-0.6130;-0.6366;-0.6627;-0.6540;-0.6818;-0.7127
;182.3611;-0.6230;-0.6348;-0.6646;-0.6549;-0.6841;-0.7136
;182.3681;-0.6500;-0.6348;-0.6651;-0.6558;-0.6866;-0.7145
;182.3750;-0.6390;-0.6408;-0.6663;-0.6567;-0.6890;-0.7155
;182.3819;-0.6490;-0.6456;-0.6664;-0.6578;-0.6915;-0.7164
;182.3889;-0.6430;-0.6454;-0.6661;-0.6589;-0.6941;-0.7174
;182.3958;-0.6470;-0.6468;-0.6634;-0.6601;-0.6966;-0.7183
;182.4028;-0.6490;-0.6458;-0.6604;-0.6613;-0.6991;-0.7193
;182.4097;-0.6460;-0.6524;-0.6574;-0.6626;-0.7016;-0.7203
;182.4167;-0.6440;-0.6602;-0.6537;-0.6638;-0.7040;-0.7213
;182.4236;-0.6760;-0.6656;-0.6534;-0.6650;-0.7066;-0.7223
;182.4306;-0.6860;-0.6772;-0.6525;-0.6662;-0.7091;-0.7233
;182.4375;-0.6760;-0.6872;-0.6516;-0.6674;-0.7116;-0.7244
;182.4444;-0.7040;-0.6928;-0.6517;-0.6686;-0.7140;-0.7254
;182.4514;-0.6940;-0.6908;-0.6518;-0.6699;-0.7165;-0.7264
;182.4583;-0.7040;-0.6928;-0.6508;-0.6712;-0.7189;-0.7274
;182.4653;-0.6760;-0.6788;-0.6499;-0.6725;-0.7213;-0.7284
;182.4722;-0.6860;-0.6668;-0.6511;-0.6740;-0.7237;-0.7295
;182.4792;-0.6340;-0.6510;-0.6525;-0.6755;-0.7260;-0.7305
;182.4861;-0.6340;-0.6372;-0.6545;-0.6772;-0.7284;-0.7315
;182.4931;-0.6250;-0.6268;-0.6578;-0.6790;-0.7307;-0.7324
;182.5000;-0.6070;-0.6250;-0.6616;-0.6810;-0.7331;-0.7334
;182.5069;-0.6340;-0.6234;-0.6641;-0.6832;-0.7354;-0.7343
;182.5139;-0.6250;-0.6216;-0.6642;-0.6856;-0.7377;-0.7352
;182.5208;-0.6260;-0.6252;-0.6636;-0.6881;-0.7401;-0.7361
;182.5278;-0.6160;-0.6236;-0.6627;-0.6908;-0.7424;-0.7370
;182.5347;-0.6250;-0.6218;-0.6607;-0.6937;-0.7447;-0.7379
;182.5417;-0.6260;-0.6324;-0.6587;-0.6966;-0.7470;-0.7387
;182.5486;-0.6160;-0.6446;-0.6567;-0.6998;-0.7493;-0.7396
;182.5556;-0.6790;-0.6592;-0.6558;-0.7031;-0.7516;-0.7404
;182.5625;-0.6770;-0.6804;-0.6531;-0.7066;-0.7539;-0.7411
;182.5694;-0.6980;-0.7054;-0.6529;-0.7102;-0.7561;-0.7420
;182.5764;-0.7320;-0.7108;-0.6534;-0.7140;-0.7585;-0.7427
;182.5833;-0.7410;-0.7112;-0.6562;-0.7179;-0.7608;-0.7434
;182.5903;-0.7060;-0.7058;-0.6602;-0.7220;-0.7631;-0.7442
;182.5972;-0.6790;-0.6900;-0.6649;-0.7263;-0.7652;-0.7449
;182.6042;-0.6710;-0.6726;-0.6714;-0.7308;-0.7674;-0.7456
;182.6111;-0.6530;-0.6602;-0.6777;-0.7353;-0.7695;-0.7462
;182.6181;-0.6540;-0.6552;-0.6862;-0.7400;-0.7716;-0.7468
;182.6250;-0.6440;-0.6518;-0.6938;-0.7449;-0.7737;-0.7473
;182.6319;-0.6540;-0.6448;-0.7016;-0.7497;-0.7758;-0.7479
;182.6389;-0.6540;-0.6396;-0.7089;-0.7547;-0.7778;-0.7484
;182.6458;-0.6180;-0.6400;-0.7147;-0.7596;-0.7798;-0.7488
;182.6528;-0.6280;-0.6484;-0.7202;-0.7646;-0.7817;-0.7493
;182.6597;-0.6460;-0.6590;-0.7253;-0.7695;-0.7836;-0.7497
;182.6667;-0.6960;-0.6858;-0.7276;-0.7745;-0.7854;-0.7501
;182.6736;-0.7070;-0.7176;-0.7298;-0.7794;-0.7872;-0.7504
;182.6806;-0.7520;-0.7452;-0.7314;-0.7842;-0.7888;-0.7508
;182.6875;-0.7870;-0.7714;-0.7354;-0.7889;-0.7904;-0.7511
;182.6944;-0.7840;-0.7930;-0.7388;-0.7935;-0.7920;-0.7514
;182.7014;-0.8270;-0.8072;-0.7443;-0.7981;-0.7935;-0.7517
;182.7083;-0.8150;-0.8094;-0.7500;-0.8025;-0.7950;-0.7520
;182.7153;-0.8230;-0.8172;-0.7570;-0.8069;-0.7965;-0.7522
;182.7222;-0.7980;-0.8150;-0.7646;-0.8112;-0.7979;-0.7525
;182.7292;-0.8230;-0.8168;-0.7736;-0.8153;-0.7993;-0.7528
;182.7361;-0.8160;-0.8102;-0.7847;-0.8193;-0.8006;-0.7530
;182.7431;-0.8240;-0.8096;-0.7969;-0.8232;-0.8019;-0.7533
;182.7500;-0.7900;-0.7944;-0.8091;-0.8270;-0.8032;-0.7535
;182.7569;-0.7950;-0.7872;-0.8208;-0.8307;-0.8044;-0.7538
;182.7639;-0.7470;-0.7732;-0.8318;-0.8342;-0.8057;-0.7540
;182.7708;-0.7800;-0.7734;-0.8421;-0.8377;-0.8069;-0.7542
;182.7778;-0.7540;-0.7740;-0.8523;-0.8411;-0.8081;-0.7544
;182.7847;-0.7910;-0.7880;-0.8632;-0.8445;-0.8093;-0.7545
;182.7917;-0.7980;-0.8008;-0.8730;-0.8478;-0.8105;-0.7547
;182.7986;-0.8170;-0.8258;-0.8856;-0.8512;-0.8116;-0.7548
;182.8056;-0.8440;-0.8470;-0.8976;-0.8546;-0.8128;-0.7549
;182.8125;-0.8790;-0.8740;-0.9111;-0.8580;-0.8139;-0.7550
;182.8194;-0.8970;-0.9008;-0.9233;-0.8615;-0.8151;-0.7550
;182.8264;-0.9330;-0.9296;-0.9366;-0.8650;-0.8162;-0.7550
;182.8333;-0.9510;-0.9500;-0.9485;-0.8686;-0.8174;-0.7550
;182.8403;-0.9880;-0.9728;-0.9623;-0.8723;-0.8186;-0.7549
;182.8472;-0.9810;-0.9944;-0.9743;-0.8758;-0.8197;-0.7549
;182.8542;-1.0110;-1.0158;-0.9869;-0.8794;-0.8209;-0.7548
;182.8611;-1.0410;-1.0322;-0.9975;-0.8829;-0.8220;-0.7547
;182.8681;-1.0580;-1.0620;-1.0084;-0.8863;-0.8232;-0.7546
;182.8750;-1.0700;-1.0844;-1.0157;-0.8896;-0.8242;-0.7545
;182.8819;-1.1300;-1.1036;-1.0227;-0.8928;-0.8253;-0.7543
;182.8889;-1.1230;-1.1174;-1.0265;-0.8958;-0.8262;-0.7542
;182.8958;-1.1370;-1.1332;-1.0278;-0.8986;-0.8272;-0.7541
;182.9028;-1.1270;-1.1314;-1.0262;-0.9013;-0.8280;-0.7540
;182.9097;-1.1490;-1.1338;-1.0221;-0.9038;-0.8289;-0.7539
;182.9167;-1.1210;-1.1256;-1.0170;-0.9062;-0.8297;-0.7537
;182.9236;-1.1350;-1.1126;-1.0107;-0.9085;-0.8305;-0.7536
;182.9306;-1.0960;-1.0916;-1.0036;-0.9107;-0.8313;-0.7535
;182.9375;-1.0620;-1.0726;-0.9970;-0.9127;-0.8320;-0.7533
;182.9444;-1.0440;-1.0404;-0.9906;-0.9146;-0.8327;-0.7532
;182.9514;-1.0260;-1.0160;-0.9837;-0.9165;-0.8334;-0.7530
;182.9583;-0.9740;-0.9858;-0.9771;-0.9182;-0.8340;-0.7528
;182.9653;-0.9740;-0.9522;-0.9701;-0.9198;-0.8346;-0.7526
;182.9722;-0.9110;-0.9148;-0.9618;-0.9213;-0.8352;-0.7523
;182.9792;-0.8760;-0.8790;-0.9537;-0.9226;-0.8357;-0.7520
;182.9861;-0.8390;-0.8452;-0.9462;-0.9238;-0.8362;-0.7517
;182.9931;-0.7950;-0.8220;-0.9391;-0.9247;-0.8365;-0.7514
;183.0000;-0.8050;-0.8088;-0.9333;-0.9254;-0.8369;-0.7511
;183.0069;-0.7950;-0.8044;-0.9275;-0.9258;-0.8371;-0.7507
;183.0139;-0.8100;-0.8154;-0.9222;-0.9261;-0.8372;-0.7504
;183.0208;-0.8170;-0.8280;-0.9182;-0.9261;-0.8373;-0.7500
;183.0278;-0.8500;-0.8476;-0.9142;-0.9260;-0.8374;-0.7496
;183.0347;-0.8680;-0.8646;-0.9100;-0.9257;-0.8373;-0.7492
;183.0417;-0.8930;-0.8856;-0.9054;-0.9252;-0.8373;-0.7488
;183.0486;-0.8950;-0.9000;-0.9049;-0.9245;-0.8372;-0.7484
;183.0556;-0.9220;-0.9162;-0.9034;-0.9236;-0.8370;-0.7479
;183.0625;-0.9220;-0.9274;-0.9056;-0.9226;-0.8368;-0.7475
;183.0694;-0.9490;-0.9492;-0.9073;-0.9214;-0.8366;-0.7470
;183.0764;-0.9490;-0.9600;-0.9121;-0.9201;-0.8364;-0.7466
;183.0833;-1.0040;-0.9764;-0.9164;-0.9187;-0.8361;-0.7461
;183.0903;-0.9760;-0.9854;-0.9200;-0.9171;-0.8358;-0.7456
;183.0972;-1.0040;-0.9882;-0.9217;-0.9153;-0.8355;-0.7451
;183.1042;-0.9940;-0.9750;-0.9255;-0.9133;-0.8352;-0.7446
;183.1111;-0.9630;-0.9624;-0.9270;-0.9112;-0.8349;-0.7441
;183.1181;-0.9380;-0.9538;-0.9268;-0.9088;-0.8346;-0.7436
;183.1250;-0.9130;-0.9420;-0.9270;-0.9062;-0.8343;-0.7432
;183.1319;-0.9610;-0.9430;-0.9240;-0.9035;-0.8340;-0.7427
;183.1389;-0.9350;-0.9390;-0.9203;-0.9005;-0.8338;-0.7423
;183.1458;-0.9680;-0.9482;-0.9161;-0.8974;-0.8337;-0.7418
;183.1528;-0.9180;-0.9366;-0.9110;-0.8942;-0.8336;-0.7414
;183.1597;-0.9590;-0.9284;-0.9050;-0.8909;-0.8337;-0.7409
;183.1667;-0.9030;-0.9022;-0.9006;-0.8875;-0.8338;-0.7405
;183.1736;-0.8940;-0.8998;-0.8935;-0.8842;-0.8341;-0.7400
;183.1806;-0.8370;-0.8788;-0.8873;-0.8808;-0.8345;-0.7396
;183.1875;-0.9060;-0.8674;-0.8814;-0.8774;-0.8351;-0.7391
;183.1944;-0.8540;-0.8632;-0.8762;-0.8741;-0.8358;-0.7386
;183.2014;-0.8460;-0.8594;-0.8720;-0.8708;-0.8366;-0.7381
;183.2083;-0.8730;-0.8384;-0.8701;-0.8675;-0.8376;-0.7375
;183.2153;-0.8180;-0.8310;-0.8690;-0.8642;-0.8388;-0.7370
;183.2222;-0.8010;-0.8206;-0.8650;-0.8609;-0.8400;-0.7364
;183.2292;-0.8170;-0.8060;-0.8620;-0.8577;-0.8415;-0.7358
;183.2361;-0.7940;-0.8100;-0.8565;-0.8545;-0.8431;-0.7352
;183.2431;-0.8000;-0.8154;-0.8522;-0.8512;-0.8448;-0.7346
;183.2500;-0.8380;-0.8160;-0.8460;-0.8480;-0.8466;-0.7339
;183.2569;-0.8280;-0.8286;-0.8417;-0.8448;-0.8486;-0.7333
;183.2639;-0.8200;-0.8416;-0.8381;-0.8414;-0.8507;-0.7326
;183.2708;-0.8570;-0.8452;-0.8371;-0.8381;-0.8529;-0.7320
;183.2778;-0.8650;-0.8580;-0.8319;-0.8347;-0.8552;-0.7313
;183.2847;-0.8560;-0.8708;-0.8288;-0.8312;-0.8575;-0.7306
;183.2917;-0.8920;-0.8716;-0.8265;-0.8277;-0.8599;-0.7300
;183.2986;-0.8840;-0.8710;-0.8219;-0.8241;-0.8624;-0.7293
;183.3056;-0.8610;-0.8656;-0.8217;-0.8204;-0.8648;-0.7286
;183.3125;-0.8620;-0.8496;-0.8240;-0.8166;-0.8673;-0.7280
;183.3194;-0.8290;-0.8336;-0.8261;-0.8127;-0.8697;-0.7273
;183.3264;-0.8120;-0.8202;-0.8287;-0.8087;-0.8720;-0.7267
;183.3333;-0.8040;-0.8086;-0.8303;-0.8047;-0.8743;-0.7260
;183.3403;-0.7940;-0.8052;-0.8323;-0.8005;-0.8764;-0.7253
;183.3472;-0.8040;-0.7982;-0.8314;-0.7964;-0.8785;-0.7247
;183.3542;-0.8120;-0.7928;-0.8305;-0.7922;-0.8804;-0.7240
;183.3611;-0.7770;-0.7914;-0.8292;-0.7881;-0.8822;-0.7233
;183.3681;-0.7770;-0.7824;-0.8254;-0.7841;-0.8839;-0.7227
;183.3750;-0.7870;-0.7826;-0.8212;-0.7802;-0.8855;-0.7220
;183.3819;-0.7590;-0.7990;-0.8156;-0.7765;-0.8869;-0.7212
;183.3889;-0.8130;-0.8172;-0.8078;-0.7730;-0.8882;-0.7205
;183.3958;-0.8590;-0.8316;-0.8002;-0.7699;-0.8894;-0.7198
;183.4028;-0.8680;-0.8478;-0.7921;-0.7670;-0.8905;-0.7190
;183.4097;-0.8590;-0.8628;-0.7843;-0.7645;-0.8916;-0.7182
;183.4167;-0.8400;-0.8522;-0.7769;-0.7623;-0.8925;-0.7174
;183.4236;-0.8880;-0.8382;-0.7705;-0.7605;-0.8934;-0.7166
;183.4306;-0.8060;-0.8312;-0.7641;-0.7591;-0.8942;-0.7158
;183.4375;-0.7980;-0.8170;-0.7588;-0.7581;-0.8950;-0.7150
;183.4444;-0.8240;-0.7898;-0.7524;-0.7575;-0.8957;-0.7141
;183.4514;-0.7690;-0.7790;-0.7471;-0.7573;-0.8963;-0.7133
;183.4583;-0.7520;-0.7572;-0.7428;-0.7575;-0.8969;-0.7124
;183.4653;-0.7520;-0.7264;-0.7374;-0.7581;-0.8975;-0.7116
;183.4722;-0.6890;-0.7048;-0.7322;-0.7591;-0.8980;-0.7108
;183.4792;-0.6700;-0.6812;-0.7265;-0.7606;-0.8986;-0.7099
;183.4861;-0.6610;-0.6562;-0.7187;-0.7625;-0.8991;-0.7091
;183.4931;-0.6340;-0.6470;-0.7109;-0.7650;-0.8996;-0.7083
;183.5000;-0.6270;-0.6400;-0.7034;-0.7679;-0.9001;-0.7075
;183.5069;-0.6430;-0.6422;-0.6952;-0.7713;-0.9005;-0.7067
