;DOY;original;one-hour;four-hour;half-daily;daily;three-daily
;223.4583;-1.4900;-1.5246;-1.7309;-0.8225;-0.1448;0.1332
;223.4653;-1.5760;-1.5964;-1.7958;-0.8341;-0.1459;0.1346
;223.4722;-1.7080;-1.6898;-1.8515;-0.8450;-0.1469;0.1360
;223.4792;-1.7700;-1.7952;-1.8946;-0.8551;-0.1479;0.1374
;223.4861;-1.9050;-1.9090;-1.9302;-0.8644;-0.1488;0.1389
;223.4931;-2.0170;-2.0292;-1.9546;-0.8729;-0.1497;0.1404
;223.5000;-2.1450;-2.1694;-1.9672;-0.8804;-0.1506;0.1419
;223.5069;-2.3090;-2.3116;-1.9668;-0.8869;-0.1515;0.1435
;223.5139;-2.4710;-2.4478;-1.9558;-0.8924;-0.1523;0.1450
;223.5208;-2.6160;-2.5666;-1.9328;-0.8968;-0.1532;0.1466
;223.5278;-2.6980;-2.6370;-1.9004;-0.9001;-0.1540;0.1482
;223.5347;-2.7390;-2.6590;-1.8602;-0.9022;-0.1549;0.1497
;223.5417;-2.6610;-2.6198;-1.8140;-0.9029;-0.1558;0.1513
;223.5486;-2.5810;-2.5240;-1.7625;-0.9024;-0.1568;0.1529
;223.5556;-2.4200;-2.3856;-1.7048;-0.9005;-0.1578;0.1544
;223.5625;-2.2190;-2.2208;-1.6400;-0.8970;-0.1589;0.1560
;223.5694;-2.0470;-2.0250;-1.5720;-0.8921;-0.1599;0.1576
;223.5764;-1.8370;-1.8090;-1.4991;-0.8856;-0.1611;0.1592
;223.5833;-1.6020;-1.5828;-1.4211;-0.8774;-0.1622;0.1607
;223.5903;-1.3400;-1.3376;-1.3397;-0.8677;-0.1634;0.1623
;223.5972;-1.0880;-1.0906;-1.2536;-0.8565;-0.1645;0.1639
;223.6042;-0.8210;-0.8512;-1.1632;-0.8437;-0.1657;0.1655
;223.6111;-0.6020;-0.6396;-1.0684;-0.8295;-0.1669;0.1672
;223.6181;-0.4050;-0.4626;-0.9726;-0.8140;-0.1681;0.1688
;223.6250;-0.2820;-0.3252;-0.8756;-0.7972;-0.1693;0.1705
;223.6319;-0.2030;-0.2226;-0.7835;-0.7792;-0.1704;0.1722
;223.6389;-0.1340;-0.1552;-0.6964;-0.7599;-0.1715;0.1739
;223.6458;-0.0890;-0.1154;-0.6154;-0.7395;-0.1725;0.1756
;223.6528;-0.0680;-0.0882;-0.5419;-0.7179;-0.1734;0.1774
;223.6597;-0.0830;-0.0836;-0.4750;-0.6951;-0.1743;0.1792
;223.6667;-0.0670;-0.0968;-0.4135;-0.6711;-0.1751;0.1810
;223.6736;-0.1110;-0.1254;-0.3584;-0.6460;-0.1757;0.1828
;223.6806;-0.1550;-0.1582;-0.3110;-0.6197;-0.1762;0.1846
;223.6875;-0.2110;-0.2056;-0.2708;-0.5920;-0.1766;0.1864
;223.6944;-0.2470;-0.2462;-0.2370;-0.5630;-0.1769;0.1883
;223.7014;-0.3040;-0.2868;-0.2088;-0.5327;-0.1770;0.1901
;223.7083;-0.3140;-0.3252;-0.1854;-0.5011;-0.1770;0.1919
;223.7153;-0.3580;-0.3548;-0.1644;-0.4682;-0.1768;0.1937
;223.7222;-0.4030;-0.3704;-0.1432;-0.4342;-0.1765;0.1955
;223.7292;-0.3950;-0.3824;-0.1229;-0.3993;-0.1760;0.1972
;223.7361;-0.3820;-0.3706;-0.1042;-0.3636;-0.1753;0.1989
;223.7431;-0.3740;-0.3348;-0.0847;-0.3274;-0.1744;0.2007
;223.7500;-0.2990;-0.2872;-0.0641;-0.2908;-0.1734;0.2023
;223.7569;-0.2240;-0.2270;-0.0447;-0.2539;-0.1722;0.2040
;223.7639;-0.1570;-0.1476;-0.0244;-0.2170;-0.1709;0.2057
;223.7708;-0.0810;-0.0672;-0.0022;-0.1803;-0.1692;0.2073
;223.7778;0.0230;0.0136;0.0218;-0.1438;-0.1674;0.2089
;223.7847;0.1030;0.0936;0.0466;-0.1079;-0.1653;0.2105
;223.7917;0.1800;0.1750;0.0746;-0.0725;-0.1629;0.2121
;223.7986;0.2430;0.2452;0.1024;-0.0379;-0.1602;0.2136
;223.8056;0.3260;0.3006;0.1322;-0.0041;-0.1572;0.2152
;223.8125;0.3740;0.3482;0.1650;0.0289;-0.1539;0.2167
;223.8194;0.3800;0.3862;0.1994;0.0609;-0.1502;0.2182
;223.8264;0.4180;0.4046;0.2337;0.0919;-0.1460;0.2197
;223.8333;0.4330;0.4088;0.2690;0.1219;-0.1415;0.2211
;223.8403;0.4180;0.4132;0.3021;0.1506;-0.1364;0.2226
;223.8472;0.3950;0.4074;0.3328;0.1782;-0.1310;0.2240
;223.8542;0.4020;0.3954;0.3620;0.2045;-0.1251;0.2254
;223.8611;0.3890;0.3908;0.3882;0.2296;-0.1187;0.2268
;223.8681;0.3730;0.3880;0.4117;0.2533;-0.1119;0.2282
;223.8750;0.3950;0.3852;0.4347;0.2756;-0.1047;0.2295
;223.8819;0.3810;0.3908;0.4554;0.2966;-0.0970;0.2308
;223.8889;0.3880;0.4088;0.4749;0.3164;-0.0889;0.2321
;223.8958;0.4170;0.4252;0.4931;0.3351;-0.0802;0.2334
;223.9028;0.4630;0.4504;0.5100;0.3527;-0.0711;0.2346
;223.9097;0.4770;0.4786;0.5269;0.3694;-0.0615;0.2358
;223.9167;0.5070;0.5038;0.5426;0.3854;-0.0514;0.2370
;223.9236;0.5290;0.5260;0.5576;0.4006;-0.0408;0.2380
;223.9306;0.5430;0.5454;0.5751;0.4152;-0.0295;0.2391
;223.9375;0.5740;0.5660;0.5940;0.4292;-0.0177;0.2401
;223.9444;0.5740;0.5958;0.6124;0.4427;-0.0053;0.2410
;223.9514;0.6100;0.6270;0.6325;0.4557;0.0077;0.2418
;223.9583;0.6780;0.6582;0.6516;0.4684;0.0212;0.2426
;223.9653;0.6990;0.6996;0.6690;0.4806;0.0353;0.2433
;223.9722;0.7300;0.7366;0.6843;0.4925;0.0499;0.2439
;223.9792;0.7810;0.7616;0.6976;0.5039;0.0648;0.2445
;223.9861;0.7950;0.7838;0.7073;0.5148;0.0801;0.2450
;223.9931;0.8030;0.7996;0.7145;0.5252;0.0956;0.2454
;224.0000;0.8100;0.8144;0.7200;0.5350;0.1113;0.2458
;224.0069;0.8090;0.8290;0.7240;0.5441;0.1270;0.2462
;224.0139;0.8550;0.8408;0.7266;0.5527;0.1427;0.2465
;224.0208;0.8680;0.8570;0.7276;0.5606;0.1583;0.2467
;224.0278;0.8620;0.8652;0.7260;0.5679;0.1738;0.2469
;224.0347;0.8910;0.8606;0.7234;0.5745;0.1890;0.2471
;224.0417;0.8500;0.8394;0.7200;0.5804;0.2039;0.2473
;224.0486;0.8320;0.8112;0.7136;0.5855;0.2186;0.2474
;224.0556;0.7620;0.7650;0.7084;0.5899;0.2329;0.2475
;224.0625;0.7210;0.7236;0.7043;0.5936;0.2469;0.2476
;224.0694;0.6600;0.6802;0.6973;0.5966;0.2606;0.2477
;224.0764;0.6430;0.6490;0.6910;0.5987;0.2738;0.2478
;224.0833;0.6150;0.6234;0.6848;0.6001;0.2866;0.2478
;224.0903;0.6060;0.6052;0.6793;0.6008;0.2989;0.2478
;224.0972;0.5930;0.5834;0.6738;0.6008;0.3108;0.2478
;224.1042;0.5690;0.5622;0.6686;0.6002;0.3222;0.2478
;224.1111;0.5340;0.5462;0.6639;0.5990;0.3331;0.2477
;224.1181;0.5090;0.5310;0.6610;0.5973;0.3435;0.2476
;224.1250;0.5260;0.5310;0.6590;0.5952;0.3533;0.2475
;224.1319;0.5170;0.5496;0.6589;0.5927;0.3626;0.2474
;224.1389;0.5690;0.5692;0.6601;0.5899;0.3713;0.2472
;224.1458;0.6270;0.5912;0.6647;0.5868;0.3796;0.2470
;224.1528;0.6070;0.6176;0.6712;0.5835;0.3873;0.2468
;224.1597;0.6360;0.6384;0.6798;0.5801;0.3947;0.2465
;224.1667;0.6490;0.6474;0.6895;0.5764;0.4016;0.2462
;224.1736;0.6730;0.6706;0.6991;0.5727;0.4083;0.2459
;224.1806;0.6720;0.6936;0.7057;0.5689;0.4146;0.2455
;224.1875;0.7230;0.7216;0.7111;0.5649;0.4207;0.2451
;224.1944;0.7510;0.7554;0.7136;0.5608;0.4267;0.2447
;224.2014;0.7890;0.7906;0.7149;0.5566;0.4324;0.2443
;224.2083;0.8420;0.8184;0.7142;0.5521;0.4381;0.2439
;224.2153;0.8480;0.8434;0.7096;0.5475;0.4437;0.2434
;224.2222;0.8620;0.8624;0.7028;0.5426;0.4491;0.2429
;224.2292;0.8760;0.8690;0.6906;0.5376;0.4545;0.2425
;224.2361;0.8840;0.8764;0.6721;0.5324;0.4598;0.2420
;224.2431;0.8750;0.8750;0.6533;0.5271;0.4650;0.2415
;224.2500;0.8850;0.8540;0.6302;0.5216;0.4701;0.2410
;224.2569;0.8550;0.8228;0.6051;0.5161;0.4751;0.2405
;224.2639;0.7710;0.7742;0.5790;0.5104;0.4800;0.2400
;224.2708;0.7280;0.7104;0.5539;0.5047;0.4847;0.2395
;224.2778;0.6320;0.6380;0.5276;0.4989;0.4893;0.2390
;224.2847;0.5660;0.5660;0.5026;0.4932;0.4936;0.2385
;224.2917;0.4930;0.4894;0.4772;0.4875;0.4978;0.2379
;224.2986;0.4110;0.4160;0.4506;0.4819;0.5018;0.2374
;224.3056;0.3450;0.3356;0.4260;0.4765;0.5056;0.2368
;224.3125;0.2650;0.2644;0.4022;0.4712;0.5091;0.2363
;224.3194;0.1640;0.1938;0.3792;0.4662;0.5125;0.2357
;224.3264;0.1370;0.1292;0.3573;0.4613;0.5156;0.2351
;224.3333;0.0580;0.0806;0.3373;0.4567;0.5185;0.2345
;224.3403;0.0220;0.0566;0.3183;0.4524;0.5211;0.2340
;224.3472;0.0220;0.0424;0.3009;0.4484;0.5236;0.2334
;224.3542;0.0440;0.0558;0.2876;0.4446;0.5259;0.2328
;224.3611;0.0660;0.0822;0.2743;0.4412;0.5280;0.2322
;224.3681;0.1250;0.1130;0.2654;0.4381;0.5300;0.2316
;224.3750;0.1540;0.1512;0.2580;0.4352;0.5318;0.2309
;224.3819;0.1760;0.1910;0.2530;0.4326;0.5335;0.2303
;224.3889;0.2350;0.2262;0.2506;0.4302;0.5352;0.2297
;224.3958;0.2650;0.2628;0.2506;0.4280;0.5367;0.2291
;224.4028;0.3010;0.3026;0.2520;0.4258;0.5381;0.2284
;224.4097;0.3370;0.3378;0.2566;0.4238;0.5395;0.2278
;224.4167;0.3750;0.3688;0.2622;0.4218;0.5408;0.2271
;224.4236;0.4110;0.3960;0.2696;0.4199;0.5421;0.2264
;224.4306;0.4200;0.4080;0.2790;0.4180;0.5432;0.2258
;224.4375;0.4370;0.4150;0.2878;0.4162;0.5444;0.2251
;224.4444;0.3970;0.4090;0.2945;0.4146;0.5455;0.2244
;224.4514;0.4100;0.3984;0.3021;0.4130;0.5465;0.2237
;224.4583;0.3810;0.3812;0.3074;0.4116;0.5474;0.2230
;224.4653;0.3670;0.3708;0.3109;0.4104;0.5483;0.2222
;224.4722;0.3510;0.3486;0.3150;0.4093;0.5491;0.2215
;224.4792;0.3450;0.3282;0.3170;0.4084;0.5499;0.2208
;224.4861;0.2990;0.3106;0.3181;0.4077;0.5506;0.2201
;224.4931;0.2790;0.2886;0.3189;0.4075;0.5513;0.2193
;224.5000;0.2790;0.2710;0.3177;0.4075;0.5520;0.2186
;224.5069;0.2410;0.2598;0.3151;0.4079;0.5527;0.2178
;224.5139;0.2570;0.2464;0.3115;0.4086;0.5533;0.2170
;224.5208;0.2430;0.2418;0.3088;0.4098;0.5540;0.2163
;224.5278;0.2120;0.2450;0.3052;0.4112;0.5546;0.2155
;224.5347;0.2560;0.2418;0.3060;0.4129;0.5552;0.2147
;224.5417;0.2570;0.2488;0.3078;0.4150;0.5558;0.2139
;224.5486;0.2410;0.2636;0.3122;0.4174;0.5564;0.2132
;224.5556;0.2780;0.2710;0.3182;0.4201;0.5569;0.2124
;224.5625;0.2860;0.2838;0.3258;0.4232;0.5575;0.2116
;224.5694;0.2930;0.2970;0.3333;0.4265;0.5580;0.2108
;224.5764;0.3210;0.3032;0.3438;0.4303;0.5584;0.2101
;224.5833;0.3070;0.3102;0.3564;0.4343;0.5589;0.2093
;224.5903;0.3090;0.3220;0.3694;0.4387;0.5593;0.2085
;224.5972;0.3210;0.3276;0.3848;0.4434;0.5596;0.2077
;224.6042;0.3520;0.3496;0.4008;0.4483;0.5599;0.2069
;224.6111;0.3490;0.3786;0.4179;0.4535;0.5601;0.2061
;224.6181;0.4170;0.4124;0.4360;0.4590;0.5603;0.2054
;224.6250;0.4540;0.4456;0.4517;0.4647;0.5603;0.2046
;224.6319;0.4900;0.4840;0.4679;0.4705;0.5603;0.2038
;224.6389;0.5180;0.5072;0.4831;0.4765;0.5602;0.2030
;224.6458;0.5410;0.5288;0.4970;0.4826;0.5599;0.2022
;224.6528;0.5330;0.5494;0.5094;0.4888;0.5595;0.2015
;224.6597;0.5620;0.5666;0.5228;0.4951;0.5590;0.2007
;224.6667;0.5930;0.5838;0.5352;0.5014;0.5583;0.2000
;224.6736;0.6040;0.6086;0.5489;0.5077;0.5575;0.1993
;224.6806;0.6270;0.6302;0.5619;0.5140;0.5565;0.1986
;224.6875;0.6570;0.6444;0.5766;0.5203;0.5553;0.1979
;224.6944;0.6700;0.6532;0.5892;0.5266;0.5541;0.1973
;224.7014;0.6640;0.6602;0.6018;0.5330;0.5528;0.1967
;224.7083;0.6480;0.6530;0.6124;0.5395;0.5514;0.1961
;224.7153;0.6620;0.6442;0.6215;0.5459;0.5500;0.1955
;224.7222;0.6210;0.6308;0.6295;0.5524;0.5486;0.1949
;224.7292;0.6260;0.6264;0.6380;0.5590;0.5473;0.1944
;224.7361;0.5970;0.6206;0.6443;0.5657;0.5459;0.1939
;224.7431;0.6260;0.6260;0.6520;0.5724;0.5446;0.1935
;224.7500;0.6330;0.6278;0.6559;0.5792;0.5435;0.1931
;224.7569;0.6480;0.6460;0.6588;0.5860;0.5424;0.1928
;224.7639;0.6350;0.6544;0.6599;0.5929;0.5414;0.1925
;224.7708;0.6880;0.6602;0.6598;0.5999;0.5406;0.1923
;224.7778;0.6680;0.6670;0.6572;0.6069;0.5399;0.1921
;224.7847;0.6620;0.6764;0.6553;0.6138;0.5393;0.1921
;224.7917;0.6820;0.6768;0.6526;0.6207;0.5388;0.1921
;224.7986;0.6820;0.6896;0.6521;0.6275;0.5384;0.1922
;224.8056;0.6900;0.6968;0.6496;0.6341;0.5381;0.1924
;224.8125;0.7320;0.7054;0.6493;0.6405;0.5379;0.1927
;224.8194;0.6980;0.7010;0.6492;0.6467;0.5378;0.1930
;224.8264;0.7250;0.6962;0.6517;0.6526;0.5377;0.1934
;224.8333;0.6600;0.6758;0.6530;0.6582;0.5377;0.1939
;224.8403;0.6660;0.6610;0.6560;0.6635;0.5378;0.1944
;224.8472;0.6300;0.6346;0.6595;0.6685;0.5378;0.1950
;224.8542;0.6240;0.6272;0.6642;0.6730;0.5378;0.1956
;224.8611;0.5930;0.6134;0.6679;0.6771;0.5377;0.1963
;224.8681;0.6230;0.6142;0.6732;0.6808;0.5376;0.1969
;224.8750;0.5970;0.6092;0.6785;0.6840;0.5373;0.1976
;224.8819;0.6340;0.6136;0.6844;0.6867;0.5368;0.1983
;224.8889;0.5990;0.6138;0.6904;0.6891;0.5361;0.1990
;224.8958;0.6150;0.6262;0.6973;0.6910;0.5351;0.1997
;224.9028;0.6240;0.6308;0.7030;0.6925;0.5339;0.2005
;224.9097;0.6590;0.6526;0.7096;0.6937;0.5323;0.2012
;224.9167;0.6570;0.6770;0.7148;0.6945;0.5305;0.2020
;224.9236;0.7080;0.7024;0.7230;0.6949;0.5283;0.2028
;224.9306;0.7370;0.7268;0.7310;0.6950;0.5258;0.2036
;224.9375;0.7510;0.7558;0.7399;0.6947;0.5230;0.2045
;224.9444;0.7810;0.7730;0.7504;0.6941;0.5199;0.2053
;224.9514;0.8020;0.7916;0.7614;0.6933;0.5165;0.2062
;224.9583;0.7940;0.8074;0.7702;0.6921;0.5128;0.2071
;224.9653;0.8300;0.8240;0.7796;0.6907;0.5088;0.2081
;224.9722;0.8300;0.8382;0.7870;0.6891;0.5046;0.2091
;224.9792;0.8640;0.8522;0.7952;0.6874;0.5003;0.2101
;224.9861;0.8730;0.8572;0.8019;0.6854;0.4957;0.2112
;224.9931;0.8640;0.8640;0.8092;0.6833;0.4909;0.2123
;225.0000;0.8550;0.8646;0.8132;0.6810;0.4860;0.2135
;225.0069;0.8640;0.8606;0.8180;0.6785;0.4810;0.2147
;225.0139;0.8670;0.8650;0.8195;0.6758;0.4759;0.2160
;225.0208;0.8530;0.8678;0.8192;0.6730;0.4707;0.2173
;225.0278;0.8860;0.8632;0.8173;0.6702;0.4654;0.2186
;225.0347;0.8690;0.8566;0.8135;0.6672;0.4602;0.2199
;225.0417;0.8410;0.8496;0.8078;0.6641;0.4549;0.2213
;225.0486;0.8340;0.8330;0.8024;0.6609;0.4497;0.2227
;225.0556;0.8180;0.8160;0.7950;0.6576;0.4445;0.2242
;225.0625;0.8030;0.8090;0.7873;0.6542;0.4393;0.2256
;225.0694;0.7840;0.7942;0.7770;0.6506;0.4342;0.2271
;225.0764;0.8060;0.7856;0.7659;0.6468;0.4292;0.2286
;225.0833;0.7600;0.7742;0.7540;0.6427;0.4242;0.2301
;225.0903;0.7750;0.7634;0.7432;0.6384;0.4193;0.2317
;225.0972;0.7460;0.7428;0.7298;0.6339;0.4145;0.2333
;225.1042;0.7300;0.7282;0.7149;0.6290;0.4097;0.2349
;225.1111;0.7030;0.7052;0.7013;0.6237;0.4050;0.2365
;225.1181;0.6870;0.6876;0.6853;0.6180;0.4003;0.2382
;225.1250;0.6600;0.6704;0.6689;0.6119;0.3957;0.2399
;225.1319;0.6580;0.6574;0.6538;0.6051;0.3911;0.2416
;225.1389;0.6440;0.6416;0.6390;0.5978;0.3866;0.2433
;225.1458;0.6380;0.6284;0.6231;0.5898;0.3822;0.2450
;225.1528;0.6080;0.6100;0.6093;0.5812;0.3778;0.2468
;225.1597;0.5940;0.5982;0.5951;0.5720;0.3736;0.2485
;225.1667;0.5660;0.5766;0.5806;0.5621;0.3694;0.2503
;225.1736;0.5850;0.5540;0.5676;0.5516;0.3654;0.2520
;225.1806;0.5300;0.5376;0.5543;0.5404;0.3614;0.2537
;225.1875;0.4950;0.5218;0.5430;0.5287;0.3575;0.2555
;225.1944;0.5120;0.4964;0.5329;0.5163;0.3537;0.2572
;225.2014;0.4870;0.4834;0.5242;0.5033;0.3500;0.2588
;225.2083;0.4580;0.4770;0.5170;0.4896;0.3464;0.2605
;225.2153;0.4650;0.4586;0.5116;0.4754;0.3429;0.2621
;225.2222;0.4630;0.4530;0.5062;0.4607;0.3395;0.2637
;225.2292;0.4200;0.4470;0.5007;0.4455;0.3363;0.2653
;225.2361;0.4590;0.4426;0.4951;0.4299;0.3331;0.2668
;225.2431;0.4280;0.4370;0.4893;0.4138;0.3300;0.2683
;225.2500;0.4430;0.4416;0.4823;0.3973;0.3270;0.2697
;225.2569;0.4350;0.4428;0.4741;0.3806;0.3242;0.2710
;225.2639;0.4430;0.4526;0.4648;0.3635;0.3214;0.2723
;225.2708;0.4650;0.4610;0.4570;0.3462;0.3189;0.2736
;225.2778;0.4770;0.4752;0.4491;0.3288;0.3164;0.2747
;225.2847;0.4850;0.4918;0.4403;0.3114;0.3142;0.2758
;225.2917;0.5060;0.5034;0.4306;0.2940;0.3121;0.2768
;225.2986;0.5260;0.5092;0.4216;0.2768;0.3102;0.2777
;225.3056;0.5230;0.5120;0.4098;0.2597;0.3084;0.2785
;225.3125;0.5060;0.5034;0.3978;0.2429;0.3068;0.2792
;225.3194;0.4990;0.4820;0.3862;0.2264;0.3053;0.2799
;225.3264;0.4630;0.4494;0.3713;0.2103;0.3039;0.2804
;225.3333;0.4190;0.4188;0.3567;0.1947;0.3026;0.2809
;225.3403;0.3600;0.3858;0.3407;0.1795;0.3014;0.2814
;225.3472;0.3530;0.3530;0.3233;0.1648;0.3003;0.2817
;225.3542;0.3340;0.3276;0.3030;0.1506;0.2992;0.2821
;225.3611;0.2990;0.3046;0.2794;0.1369;0.2982;0.2824
;225.3681;0.2920;0.2806;0.2525;0.1238;0.2973;0.2826
;225.3750;0.2450;0.2478;0.2215;0.1111;0.2963;0.2828
;225.3819;0.2330;0.2206;0.1873;0.0991;0.2953;0.2830
;225.3889;0.1700;0.1882;0.1494;0.0876;0.2944;0.2832
;225.3958;0.1630;0.1562;0.1100;0.0767;0.2934;0.2833
;225.4028;0.1300;0.1224;0.0697;0.0663;0.2923;0.2834
;225.4097;0.0850;0.0970;0.0280;0.0565;0.2912;0.2836
;225.4167;0.0640;0.0644;-0.0133;0.0473;0.2901;0.2836
;225.4236;0.0430;0.0256;-0.0526;0.0386;0.2889;0.2837
;225.4306;0.0000;-0.0168;-0.0906;0.0305;0.2876;0.2838
;225.4375;-0.0640;-0.0684;-0.1291;0.0229;0.2862;0.2838
;225.4444;-0.1270;-0.1350;-0.1649;0.0158;0.2847;0.2838
;225.4514;-0.1940;-0.2050;-0.1992;0.0092;0.2831;0.2837
;225.4583;-0.2900;-0.2762;-0.2339;0.0031;0.2813;0.2836
;225.4653;-0.3500;-0.3432;-0.2649;-0.0025;0.2795;0.2835
;225.4722;-0.4200;-0.4048;-0.2953;-0.0078;0.2776;0.2833
;225.4792;-0.4620;-0.4556;-0.3221;-0.0126;0.2755;0.2831
;225.4861;-0.5020;-0.4996;-0.3480;-0.0170;0.2734;0.2829
;225.4931;-0.5440;-0.5280;-0.3718;-0.0211;0.2713;0.2826
;225.5000;-0.5700;-0.5540;-0.3926;-0.0248;0.2690;0.2822
;225.5069;-0.5620;-0.5752;-0.4112;-0.0281;0.2667;0.2818
;225.5139;-0.5920;-0.5788;-0.4274;-0.0310;0.2644;0.2813
;225.5208;-0.6080;-0.5762;-0.4409;-0.0334;0.2620;0.2808
;225.5278;-0.5620;-0.5792;-0.4498;-0.0355;0.2596;0.2802
;225.5347;-0.5570;-0.5666;-0.4549;-0.0371;0.2572;0.2795
;225.5417;-0.5770;-0.5506;-0.4563;-0.0383;0.2549;0.2788
;225.5486;-0.5290;-0.5380;-0.4516;-0.0390;0.2525;0.2781
;225.5556;-0.5280;-0.5236;-0.4436;-0.0394;0.2502;0.2773
;225.5625;-0.4990;-0.5012;-0.4311;-0.0394;0.2479;0.2765
;225.5694;-0.4850;-0.4826;-0.4157;-0.0389;0.2457;0.2756
;225.5764;-0.4650;-0.4570;-0.3973;-0.0381;0.2435;0.2748
;225.5833;-0.4360;-0.4298;-0.3764;-0.0368;0.2414;0.2738
;225.5903;-0.4000;-0.4000;-0.3536;-0.0351;0.2394;0.2729
;225.5972;-0.3630;-0.3642;-0.3312;-0.0330;0.2374;0.2719
;225.6042;-0.3360;-0.3282;-0.3075;-0.0305;0.2355;0.2709
;225.6111;-0.2860;-0.2940;-0.2832;-0.0275;0.2337;0.2698
;225.6181;-0.2560;-0.2556;-0.2598;-0.0241;0.2319;0.2688
;225.6250;-0.2290;-0.2186;-0.2358;-0.0203;0.2302;0.2676
;225.6319;-0.1710;-0.1828;-0.2096;-0.0159;0.2286;0.2665
;225.6389;-0.1510;-0.1470;-0.1851;-0.0110;0.2271;0.2653
;225.6458;-0.1070;-0.1098;-0.1588;-0.0056;0.2257;0.2640
;225.6528;-0.0770;-0.0800;-0.1328;0.0003;0.2243;0.2627
;225.6597;-0.0430;-0.0498;-0.1060;0.0068;0.2229;0.2614
;225.6667;-0.0220;-0.0284;-0.0796;0.0139;0.2216;0.2600
;225.6736;0.0000;-0.0130;-0.0529;0.0215;0.2202;0.2587
;225.6806;0.0000;-0.0044;-0.0262;0.0295;0.2189;0.2572
;225.6875;0.0000;0.0044;0.0000;0.0380;0.2176;0.2558
;225.6944;0.0000;0.0130;0.0263;0.0469;0.2161;0.2543
;225.7014;0.0220;0.0284;0.0529;0.0563;0.2146;0.2528
;225.7083;0.0430;0.0454;0.0788;0.0660;0.2130;0.2513
;225.7153;0.0770;0.0714;0.1049;0.0761;0.2113;0.2497
;225.7222;0.0850;0.0972;0.1289;0.0866;0.2094;0.2482
;225.7292;0.1300;0.1256;0.1530;0.0974;0.2073;0.2466
;225.7361;0.1510;0.1490;0.1766;0.1085;0.2049;0.2450
;225.7431;0.1850;0.1782;0.1985;0.1199;0.2024;0.2434
;225.7500;0.1940;0.2058;0.2202;0.1317;0.1996;0.2418
;225.7569;0.2310;0.2342;0.2427;0.1436;0.1965;0.2403
;225.7639;0.2680;0.2614;0.2633;0.1558;0.1932;0.2387
;225.7708;0.2930;0.2984;0.2853;0.1682;0.1895;0.2371
;225.7778;0.3210;0.3306;0.3084;0.1807;0.1856;0.2355
;225.7847;0.3790;0.3614;0.3312;0.1933;0.1814;0.2339
;225.7917;0.3920;0.3888;0.3528;0.2060;0.1769;0.2323
;225.7986;0.4220;0.4148;0.3739;0.2187;0.1721;0.2307
;225.8056;0.4300;0.4354;0.3936;0.2312;0.1670;0.2291
;225.8125;0.4510;0.4514;0.4132;0.2437;0.1617;0.2275
;225.8194;0.4820;0.4670;0.4308;0.2559;0.1560;0.2259
;225.8264;0.4720;0.4890;0.4482;0.2679;0.1501;0.2243
;225.8333;0.5000;0.5016;0.4644;0.2796;0.1440;0.2227
;225.8403;0.5400;0.5154;0.4802;0.2911;0.1376;0.2211
;225.8472;0.5140;0.5362;0.4948;0.3022;0.1311;0.2195
;225.8542;0.5510;0.5504;0.5077;0.3129;0.1243;0.2180
;225.8611;0.5760;0.5548;0.5185;0.3233;0.1174;0.2164
;225.8681;0.5710;0.5660;0.5275;0.3333;0.1103;0.2148
;225.8750;0.5620;0.5700;0.5342;0.3429;0.1032;0.2132
;225.8819;0.5700;0.5696;0.5394;0.3522;0.0961;0.2117
;225.8889;0.5710;0.5696;0.5426;0.3610;0.0890;0.2101
;225.8958;0.5740;0.5740;0.5448;0.3694;0.0819;0.2085
;225.9028;0.5710;0.5780;0.5457;0.3773;0.0749;0.2070
;225.9097;0.5840;0.5818;0.5449;0.3848;0.0681;0.2054
;225.9167;0.5900;0.5864;0.5427;0.3917;0.0614;0.2039
;225.9236;0.5900;0.5902;0.5397;0.3981;0.0550;0.2023
;225.9306;0.5970;0.5858;0.5343;0.4040;0.0489;0.2008
;225.9375;0.5900;0.5772;0.5291;0.4092;0.0430;0.1993
;225.9444;0.5620;0.5686;0.5230;0.4139;0.0374;0.1977
;225.9514;0.5470;0.5532;0.5164;0.4178;0.0321;0.1962
;225.9583;0.5470;0.5358;0.5102;0.4210;0.0272;0.1946
;225.9653;0.5200;0.5202;0.5045;0.4236;0.0226;0.1931
;225.9722;0.5030;0.5058;0.4986;0.4254;0.0184;0.1915
;225.9792;0.4840;0.4886;0.4946;0.4264;0.0146;0.1900
;225.9861;0.4750;0.4682;0.4904;0.4265;0.0111;0.1885
;225.9931;0.4610;0.4526;0.4866;0.4258;0.0080;0.1870
;226.0000;0.4180;0.4368;0.4838;0.4243;0.0052;0.1854
;226.0069;0.4250;0.4184;0.4806;0.4217;0.0028;0.1840
;226.0139;0.4050;0.4060;0.4777;0.4183;0.0007;0.1825
;226.0208;0.3830;0.4044;0.4754;0.4138;-0.0011;0.1810
;226.0278;0.3990;0.4030;0.4735;0.4084;-0.0026;0.1796
;226.0347;0.4100;0.4056;0.4717;0.4019;-0.0037;0.1782
;226.0417;0.4180;0.4134;0.4699;0.3945;-0.0047;0.1768
;226.0486;0.4180;0.4280;0.4681;0.3860;-0.0053;0.1754
;226.0556;0.4220;0.4396;0.4663;0.3766;-0.0058;0.1740
;226.0625;0.4720;0.4514;0.4646;0.3661;-0.0060;0.1726
