UTC Time;Pegel Faverges 1
16.08.2020 12:20;0.114045
16.08.2020 12:10;0.114040
16.08.2020 12:00;0.113990
16.08.2020 11:50;0.114095
16.08.2020 11:40;0.113985
16.08.2020 11:30;0.108465
16.08.2020 11:20;0.080665
16.08.2020 11:10;0.075485
16.08.2020 11:00;0.078740
16.08.2020 10:50;0.081020
16.08.2020 10:40;0.081335
16.08.2020 10:30;0.081055
16.08.2020 10:20;0.080900
16.08.2020 10:10;0.071785
16.08.2020 10:00;0.052070
16.08.2020 09:50;0.040570
16.08.2020 09:40;0.040955
16.08.2020 09:30;0.067590
16.08.2020 09:20;0.082460
16.08.2020 09:10;0.117655
16.08.2020 09:00;0.142415
16.08.2020 08:50;0.164145
16.08.2020 08:40;0.199125
16.08.2020 08:30;0.224585
16.08.2020 08:20;0.251995
16.08.2020 08:10;0.285770
16.08.2020 08:00;0.323265
16.08.2020 07:50;0.358705
16.08.2020 07:40;0.388565
16.08.2020 07:30;0.416585
16.08.2020 07:20;0.454520
16.08.2020 07:10;0.490365
16.08.2020 07:00;0.527445
16.08.2020 06:50;0.558495
16.08.2020 06:40;0.588235
16.08.2020 06:30;0.621850
16.08.2020 06:20;0.663650
16.08.2020 06:10;0.700105
16.08.2020 06:00;0.731900
16.08.2020 05:50;0.760780
16.08.2020 05:40;0.800415
16.08.2020 05:30;0.834895
16.08.2020 05:20;0.868140
16.08.2020 05:10;0.902165
16.08.2020 05:00;0.934035
16.08.2020 04:50;0.969010
16.08.2020 04:40;0.999945
16.08.2020 04:30;1.036900
16.08.2020 04:20;1.070835
16.08.2020 04:10;1.096455
16.08.2020 04:00;1.126775
16.08.2020 03:50;1.155700
16.08.2020 03:40;1.191200
16.08.2020 03:30;1.218410
16.08.2020 03:20;1.243110
16.08.2020 03:10;1.278460
16.08.2020 03:00;1.314800
16.08.2020 02:50;1.343130
16.08.2020 02:40;1.371970
16.08.2020 02:30;1.400490
16.08.2020 02:20;1.436595
16.08.2020 02:10;1.467120
16.08.2020 02:00;1.489020
16.08.2020 01:50;1.520190
16.08.2020 01:40;1.551780
16.08.2020 01:30;1.576565
16.08.2020 01:20;1.600420
16.08.2020 01:10;1.633950
16.08.2020 01:00;1.664260
16.08.2020 00:50;1.686700
16.08.2020 00:40;1.715920
16.08.2020 00:30;1.745110
16.08.2020 00:20;1.769545
16.08.2020 00:10;1.798255
16.08.2020 00:00;1.825750
15.08.2020 23:50;1.850800
15.08.2020 23:40;1.877045
15.08.2020 23:30;1.907485
15.08.2020 23:20;1.929405
15.08.2020 23:10;1.957000
15.08.2020 23:00;1.990085
15.08.2020 22:50;2.005335
15.08.2020 22:40;2.032450
15.08.2020 22:30;2.057745
15.08.2020 22:20;2.080095
15.08.2020 22:10;2.110600
15.08.2020 22:00;2.133595
15.08.2020 21:50;2.154680
15.08.2020 21:40;2.186465
15.08.2020 21:30;2.201940
15.08.2020 21:20;2.231000
15.08.2020 21:10;2.255965
15.08.2020 21:00;2.272365
15.08.2020 20:50;2.306845
15.08.2020 20:40;2.321145
