Year;Month;Day;Hour;Min;Sec;level(m);volume(m3);discharge(m3/s)
2016;6;23;9;20;0;2729.87039;473328;0.000
2016;6;23;9;30;0;2729.87122;473381;-0.089
2016;6;23;9;40;0;2729.87224;473447;-0.110
2016;6;23;9;50;0;2729.87424;473583;-0.225
2016;6;23;10;0;0;2729.87660;473735;-0.253
2016;6;23;10;10;0;2729.87982;473947;-0.354
2016;6;23;10;20;0;2729.88356;474199;-0.421
2016;6;23;10;30;0;2729.88746;474456;-0.427
2016;6;23;10;40;0;2729.89123;474702;-0.411
2016;6;23;10;50;0;2729.89497;474949;-0.412
2016;6;23;11;0;0;2729.89807;475156;-0.344
2016;6;23;11;10;0;2729.90081;475331;-0.292
2016;6;23;11;20;0;2729.90351;475511;-0.301
2016;6;23;11;30;0;2729.90645;475709;-0.329
2016;6;23;11;40;0;2729.90953;475915;-0.344
2016;6;23;11;50;0;2729.91277;476129;-0.356
2016;6;23;12;0;0;2729.91602;476347;-0.364
2016;6;23;12;10;0;2729.91915;476557;-0.350
2016;6;23;12;20;0;2729.92207;476750;-0.321
2016;6;23;12;30;0;2729.92486;476937;-0.313
2016;6;23;12;40;0;2729.92750;477109;-0.286
2016;6;23;12;50;0;2729.93005;477282;-0.288
2016;6;23;13;0;0;2729.93284;477465;-0.307
2016;6;23;13;10;0;2729.93618;477689;-0.373
2016;6;23;13;20;0;2729.94015;477954;-0.441
2016;6;23;13;30;0;2729.94469;478252;-0.497
2016;6;23;13;40;0;2729.94962;478579;-0.546
2016;6;23;13;50;0;2729.95463;478914;-0.558
2016;6;23;14;0;0;2729.95924;479219;-0.509
2016;6;23;14;10;0;2729.96327;479494;-0.458
2016;6;23;14;20;0;2729.96684;479729;-0.392
2016;6;23;14;30;0;2729.97022;479949;-0.365
2016;6;23;14;40;0;2729.97369;480184;-0.392
2016;6;23;14;50;0;2729.97744;480428;-0.406
2016;6;23;15;0;0;2729.98170;480718;-0.483
2016;6;23;15;10;0;2729.98636;481024;-0.510
2016;6;23;15;20;0;2729.99102;481332;-0.515
2016;6;23;15;30;0;2729.99538;481625;-0.488
2016;6;23;15;40;0;2729.99943;481895;-0.450
2016;6;23;15;50;0;2730.00305;482138;-0.405
2016;6;23;16;0;0;2730.00628;482353;-0.358
2016;6;23;16;10;0;2730.00947;482569;-0.359
2016;6;23;16;20;0;2730.01295;482803;-0.390
2016;6;23;16;30;0;2730.01705;483075;-0.454
2016;6;23;16;40;0;2730.02182;483394;-0.530
2016;6;23;16;50;0;2730.02705;483746;-0.588
2016;6;23;17;0;0;2730.03275;484126;-0.634
2016;6;23;17;10;0;2730.03861;484520;-0.656
2016;6;23;17;20;0;2730.04414;484894;-0.625
2016;6;23;17;30;0;2730.04939;485242;-0.579
2016;6;23;17;40;0;2730.05459;485595;-0.589
2016;6;23;17;50;0;2730.05978;485937;-0.570
2016;6;23;18;0;0;2730.06512;486301;-0.606
2016;6;23;18;10;0;2730.07101;486696;-0.659
2016;6;23;18;20;0;2730.07752;487123;-0.711
2016;6;23;18;30;0;2730.08449;487595;-0.788
2016;6;23;18;40;0;2730.09150;488064;-0.781
2016;6;23;18;50;0;2730.09831;488529;-0.776
2016;6;23;19;0;0;2730.10468;488951;-0.704
2016;6;23;19;10;0;2730.11037;489337;-0.643
2016;6;23;19;20;0;2730.11558;489687;-0.583
2016;6;23;19;30;0;2730.12106;490058;-0.618
2016;6;23;19;40;0;2730.12691;490451;-0.655
2016;6;23;19;50;0;2730.13313;490871;-0.700
