Year;Month;Day;Hour;Min;Sec;level(m);volume(m3);discharge(m3/s)
2014;6;26;8;40;0;2739.80695;811516;0.000
2014;6;26;8;50;0;2739.80721;811547;-0.051
2014;6;26;9;0;0;2739.80744;811574;-0.045
2014;6;26;9;10;0;2739.80792;811610;-0.061
2014;6;26;9;20;0;2739.80830;811646;-0.060
2014;6;26;9;30;0;2739.80873;811686;-0.066
2014;6;26;9;40;0;2739.80922;811732;-0.076
2014;6;26;9;50;0;2739.81010;811814;-0.137
2014;6;26;10;0;0;2739.81138;811943;-0.216
2014;6;26;10;10;0;2739.81292;812086;-0.238
2014;6;26;10;20;0;2739.81462;812254;-0.279
2014;6;26;10;30;0;2739.81646;812416;-0.271
2014;6;26;10;40;0;2739.81815;812590;-0.289
2014;6;26;10;50;0;2739.81969;812732;-0.238
2014;6;26;11;0;0;2739.82123;812886;-0.256
2014;6;26;11;10;0;2739.82277;813030;-0.240
2014;6;26;11;20;0;2739.82431;813173;-0.238
2014;6;26;11;30;0;2739.82585;813326;-0.256
2014;6;26;11;40;0;2739.82754;813489;-0.271
2014;6;26;11;50;0;2739.82954;813675;-0.310
2014;6;26;12;0;0;2739.83154;813862;-0.312
2014;6;26;12;10;0;2739.83338;814044;-0.303
2014;6;26;12;20;0;2739.83523;814216;-0.287
2014;6;26;12;30;0;2739.83692;814384;-0.279
2014;6;26;12;40;0;2739.83831;814522;-0.231
2014;6;26;12;50;0;2739.83969;814646;-0.207
2014;6;26;13;0;0;2739.84123;814791;-0.241
2014;6;26;13;10;0;2739.84277;814944;-0.256
2014;6;26;13;20;0;2739.84431;815087;-0.238
2014;6;26;13;30;0;2739.84585;815240;-0.256
2014;6;26;13;40;0;2739.84738;815384;-0.238
2014;6;26;13;50;0;2739.84877;815518;-0.224
2014;6;26;14;0;0;2739.85000;815632;-0.191
2014;6;26;14;10;0;2739.85123;815748;-0.193
2014;6;26;14;20;0;2739.85262;815887;-0.232
2014;6;26;14;30;0;2739.85400;816015;-0.215
2014;6;26;14;40;0;2739.85554;816160;-0.240
2014;6;26;14;50;0;2739.85738;816341;-0.302
2014;6;26;15;0;0;2739.85938;816539;-0.331
2014;6;26;15;10;0;2739.86138;816719;-0.300
2014;6;26;15;20;0;2739.86354;816930;-0.351
2014;6;26;15;30;0;2739.86585;817145;-0.359
2014;6;26;15;40;0;2739.86815;817369;-0.374
2014;6;26;15;50;0;2739.87046;817590;-0.368
2014;6;26;16;0;0;2739.87292;817829;-0.399
2014;6;26;16;10;0;2739.87554;818074;-0.407
2014;6;26;16;20;0;2739.87815;818326;-0.421
2014;6;26;16;30;0;2739.88077;818576;-0.416
2014;6;26;16;40;0;2739.88354;818834;-0.431
2014;6;26;16;50;0;2739.88631;819102;-0.446
2014;6;26;17;0;0;2739.88892;819356;-0.423
2014;6;26;17;10;0;2739.89154;819604;-0.414
2014;6;26;17;20;0;2739.89415;819858;-0.423
2014;6;26;17;30;0;2739.89662;820087;-0.383
2014;6;26;17;40;0;2739.89892;820313;-0.376
2014;6;26;17;50;0;2739.90123;820537;-0.373
2014;6;26;18;0;0;2739.90354;820751;-0.357
2014;6;26;18;10;0;2739.90569;820962;-0.351
