Year;Month;Day;Hour;Min;Sec;level(m);volume(m3);discharge(m3/s)
2018;6;14;5;50;0;2728.93359;944412;0.000
2018;6;14;6;0;0;2728.93514;944551;-0.233
2018;6;14;6;10;0;2728.93670;944701;-0.250
2018;6;14;6;20;0;2728.93971;944981;-0.466
2018;6;14;6;30;0;2728.94270;945257;-0.460
2018;6;14;6;40;0;2728.94616;945577;-0.533
2018;6;14;6;50;0;2728.94975;945901;-0.540
2018;6;14;7;0;0;2728.95360;946263;-0.603
2018;6;14;7;10;0;2728.95760;946632;-0.616
2018;6;14;7;20;0;2728.96176;947017;-0.641
2018;6;14;7;30;0;2728.96542;947352;-0.558
2018;6;14;7;40;0;2728.96872;947659;-0.512
2018;6;14;7;50;0;2728.97156;947925;-0.442
2018;6;14;8;0;0;2728.97409;948159;-0.390
2018;6;14;8;10;0;2728.97628;948356;-0.329
2018;6;14;8;20;0;2728.97816;948535;-0.298
2018;6;14;8;30;0;2728.97992;948695;-0.266
2018;6;14;8;40;0;2728.98173;948867;-0.288
2018;6;14;8;50;0;2728.98364;949034;-0.277
2018;6;14;9;0;0;2728.98573;949232;-0.331
2018;6;14;9;10;0;2728.98806;949453;-0.368
2018;6;14;9;20;0;2728.99059;949683;-0.382
2018;6;14;9;30;0;2728.99313;949922;-0.398
2018;6;14;9;40;0;2728.99567;950156;-0.390
2018;6;14;9;50;0;2728.99824;950398;-0.403
2018;6;14;10;0;0;2729.00088;950637;-0.399
2018;6;14;10;10;0;2729.00364;950895;-0.429
2018;6;14;10;20;0;2729.00665;951173;-0.463
2018;6;14;10;30;0;2729.00999;951484;-0.519
2018;6;14;10;40;0;2729.01360;951820;-0.561
2018;6;14;10;50;0;2729.01724;952154;-0.556
2018;6;14;11;0;0;2729.02084;952490;-0.561
2018;6;14;11;10;0;2729.02430;952812;-0.537
2018;6;14;11;20;0;2729.02749;953106;-0.489
2018;6;14;11;30;0;2729.03048;953386;-0.467
2018;6;14;11;40;0;2729.03347;953666;-0.466
2018;6;14;11;50;0;2729.03649;953954;-0.480
2018;6;14;12;0;0;2729.03954;954222;-0.446
2018;6;14;12;10;0;2729.04257;954506;-0.473
2018;6;14;12;20;0;2729.04549;954771;-0.442
2018;6;14;12;30;0;2729.04825;955035;-0.440
2018;6;14;12;40;0;2729.05071;955267;-0.387
2018;6;14;12;50;0;2729.05297;955473;-0.344
2018;6;14;13;0;0;2729.05519;955684;-0.351
2018;6;14;13;10;0;2729.05742;955897;-0.356
2018;6;14;13;20;0;2729.05967;956095;-0.329
2018;6;14;13;30;0;2729.06209;956324;-0.382
2018;6;14;13;40;0;2729.06458;956558;-0.391
2018;6;14;13;50;0;2729.06705;956787;-0.381
2018;6;14;14;0;0;2729.06952;957011;-0.374
2018;6;14;14;10;0;2729.07197;957244;-0.388
2018;6;14;14;20;0;2729.07440;957465;-0.368
2018;6;14;14;30;0;2729.07674;957686;-0.369
2018;6;14;14;40;0;2729.07908;957904;-0.362
