Year;Month;Day;Hour;Min;Sec;level(m);volume(m3);discharge(m3/s)
2013;6;26;13;30;0;2739.24117;489771;0.000
2013;6;26;13;40;0;2739.26340;491475;-2.839
2013;6;26;13;50;0;2739.28374;493028;-2.588
2013;6;26;14;0;0;2739.32517;496201;-5.288
2013;6;26;14;10;0;2739.36074;498943;-4.570
2013;6;26;14;20;0;2739.39744;501766;-4.705
2013;6;26;14;30;0;2739.43628;504783;-5.029
2013;6;26;14;40;0;2739.47737;507964;-5.302
2013;6;26;14;50;0;2739.52102;511368;-5.673
2013;6;26;15;0;0;2739.56802;515046;-6.131
2013;6;26;15;10;0;2739.61312;518584;-5.897
2013;6;26;15;20;0;2739.65411;521807;-5.372
2013;6;26;15;30;0;2739.68777;524463;-4.426
2013;6;26;15;40;0;2739.71446;526576;-3.522
2013;6;26;15;50;0;2739.73357;528085;-2.516
2013;6;26;16;0;0;2739.74514;529012;-1.543
2013;6;26;16;10;0;2739.75126;529495;-0.805
2013;6;26;16;20;0;2739.75592;529868;-0.622
2013;6;26;16;30;0;2739.75895;530110;-0.403
2013;6;26;16;40;0;2739.76112;530278;-0.280
2013;6;26;16;50;0;2739.76275;530412;-0.223
2013;6;26;17;0;0;2739.76408;530515;-0.172
2013;6;26;17;10;0;2739.76525;530612;-0.162
2013;6;26;17;20;0;2739.76657;530712;-0.167
2013;6;26;17;30;0;2739.76805;530826;-0.190
2013;6;26;17;40;0;2739.76963;530957;-0.217
2013;6;26;17;50;0;2739.77095;531060;-0.172
2013;6;26;18;0;0;2739.77228;531162;-0.170
2013;6;26;18;10;0;2739.77335;531253;-0.152
2013;6;26;18;20;0;2739.77397;531301;-0.079
2013;6;26;18;30;0;2739.77428;531325;-0.040
2013;6;26;18;40;0;2739.77454;531346;-0.035
2013;6;26;18;50;0;2739.77449;531342;0.006
2013;6;26;19;0;0;2739.77432;531329;0.023
2013;6;26;19;10;0;2739.77428;531325;0.006
2013;6;26;19;20;0;2739.77423;531321;0.006
2013;6;26;19;30;0;2739.77418;531318;0.006
2013;6;26;19;40;0;2739.77414;531314;0.006
2013;6;26;19;50;0;2739.77414;531314;0.000
2013;6;26;20;0;0;2739.77428;531325;-0.018
2013;6;26;20;10;0;2739.77442;531336;-0.019
2013;6;26;20;20;0;2739.77472;531360;-0.039
2013;6;26;20;30;0;2739.77520;531397;-0.061
2013;6;26;20;40;0;2739.77585;531445;-0.081
2013;6;26;20;50;0;2739.77654;531504;-0.097
2013;6;26;21;0;0;2739.77738;531570;-0.110
2013;6;26;21;10;0;2739.77822;531634;-0.108
2013;6;26;21;20;0;2739.77891;531688;-0.089
2013;6;26;21;30;0;2739.77943;531728;-0.068
2013;6;26;21;40;0;2739.77978;531764;-0.059
2013;6;26;21;50;0;2739.77997;531778;-0.024
2013;6;26;22;0;0;2739.78000;531781;-0.004
2013;6;26;22;10;0;2739.77983;531767;0.022
2013;6;26;22;20;0;2739.77949;531733;0.057
2013;6;26;22;30;0;2739.77898;531694;0.066
2013;6;26;22;40;0;2739.77831;531641;0.087
2013;6;26;22;50;0;2739.77746;531576;0.110
2013;6;26;23;0;0;2739.77646;531505;0.118
2013;6;26;23;10;0;2739.77531;531405;0.167
2013;6;26;23;20;0;2739.77400;531303;0.169
2013;6;26;23;30;0;2739.77254;531191;0.188
2013;6;26;23;40;0;2739.77092;531058;0.222
2013;6;26;23;50;0;2739.76931;530932;0.209
2013;6;27;0;0;0;2739.76769;530799;0.222
2013;6;27;0;10;0;2739.76608;530674;0.208
2013;6;27;0;20;0;2739.76463;530552;0.202
2013;6;27;0;30;0;2739.76335;530459;0.156
2013;6;27;0;40;0;2739.76225;530365;0.156
2013;6;27;0;50;0;2739.76131;530293;0.122
2013;6;27;1;0;0;2739.76054;530233;0.100
2013;6;27;1;10;0;2739.75992;530186;0.078
2013;6;27;1;20;0;2739.75946;530150;0.060
2013;6;27;1;30;0;2739.75915;530126;0.040
