Date_Time;Lake Elevation
2019-06-23T14:50:00.0;2726.41
2019-06-23T15:00:00.0;2726.41
2019-06-23T15:10:00.0;2726.41
2019-06-23T15:20:00.0;2726.41
2019-06-23T15:30:00.0;2726.42
2019-06-23T15:40:00.0;2726.42
2019-06-23T15:50:00.0;2726.43
2019-06-23T16:00:00.0;2726.43
2019-06-23T16:10:00.0;2726.43
2019-06-23T16:20:00.0;2726.44
2019-06-23T16:30:00.0;2726.44
2019-06-23T16:40:00.0;2726.44
2019-06-23T16:50:00.0;2726.45
2019-06-23T17:00:00.0;2726.46
2019-06-23T17:10:00.0;2726.46
2019-06-23T17:20:00.0;2726.47
2019-06-23T17:30:00.0;2726.47
2019-06-23T17:40:00.0;2726.48
2019-06-23T17:50:00.0;2726.48
2019-06-23T18:00:00.0;2726.49
2019-06-23T18:10:00.0;2726.49
2019-06-23T18:20:00.0;2726.5
2019-06-23T18:30:00.0;2726.5
2019-06-23T18:40:00.0;2726.51
2019-06-23T18:50:00.0;2726.51
2019-06-23T19:00:00.0;2726.52
2019-06-23T19:10:00.0;2726.52
2019-06-23T19:20:00.0;2726.53
2019-06-23T19:30:00.0;2726.53
2019-06-23T19:40:00.0;2726.54
2019-06-23T19:50:00.0;2726.54
2019-06-23T20:00:00.0;2726.55
2019-06-23T20:10:00.0;2726.55
2019-06-23T20:20:00.0;2726.56
2019-06-23T20:30:00.0;2726.57
2019-06-23T20:40:00.0;2726.57
2019-06-23T20:50:00.0;2726.58
2019-06-23T21:00:00.0;2726.58
2019-06-23T21:10:00.0;2726.59
2019-06-23T21:20:00.0;2726.59
2019-06-23T21:30:00.0;2726.59
2019-06-23T21:40:00.0;2726.6
2019-06-23T21:50:00.0;2726.6
2019-06-23T22:00:00.0;2726.61
2019-06-23T22:10:00.0;2726.61
2019-06-23T22:20:00.0;2726.61
2019-06-23T22:30:00.0;2726.61
2019-06-23T22:40:00.0;2726.61
2019-06-23T22:50:00.0;2726.62
2019-06-23T23:00:00.0;2726.62
2019-06-23T23:10:00.0;2726.62
2019-06-23T23:20:00.0;2726.62
2019-06-23T23:30:00.0;2726.63
2019-06-23T23:40:00.0;2726.63
2019-06-23T23:50:00.0;2726.63
2019-06-24T00:00:00.0;2726.63
2019-06-24T00:10:00.0;2726.63
2019-06-24T00:20:00.0;2726.63
2019-06-24T00:30:00.0;2726.63
2019-06-24T00:40:00.0;2726.62
2019-06-24T00:50:00.0;2726.62
2019-06-24T01:00:00.0;2726.62
2019-06-24T01:10:00.0;2726.62
2019-06-24T01:20:00.0;2726.62
2019-06-24T01:30:00.0;2726.62
2019-06-24T01:40:00.0;2726.62
2019-06-24T01:50:00.0;2726.62
2019-06-24T02:00:00.0;2726.62
2019-06-24T02:10:00.0;2726.62
2019-06-24T02:20:00.0;2726.62
2019-06-24T02:30:00.0;2726.62
2019-06-24T02:40:00.0;2726.62
