;DOY;DATE;Q_glacier(m3/s);Q_lake(m3/s);Q_lake_offgl(m3/s);cumQ_lake(m3);cumQ_lake_offgl(m3);Vlake_meas(m3)
;-35;2018.9041;0.0000;0.0000;0.0000;0;0;-9999
;-34;2018.9069;0.0000;0.0000;0.0000;0;0;-9999
;-33;2018.9095;0.0000;0.0000;0.0000;0;0;-9999
;-32;2018.9124;0.0000;0.0000;0.0000;0;0;-9999
;-31;2018.9150;0.0000;0.0000;0.0000;0;0;-9999
;-30;2018.9178;0.0000;0.0000;0.0000;0;0;-9999
;-29;2018.9205;0.0000;0.0000;0.0000;0;0;-9999
;-28;2018.9233;0.0000;0.0000;0.0000;0;0;-9999
;-27;2018.9260;0.0000;0.0000;0.0000;0;0;-9999
;-26;2018.9287;0.0000;0.0000;0.0000;0;0;-9999
;-25;2018.9315;0.0000;0.0000;0.0000;0;0;-9999
;-24;2018.9342;0.0000;0.0000;0.0000;0;0;-9999
;-23;2018.9370;0.0000;0.0000;0.0000;0;0;-9999
;-22;2018.9397;0.0000;0.0000;0.0000;0;0;-9999
;-21;2018.9425;0.0000;0.0000;0.0000;0;0;-9999
;-20;2018.9452;0.0000;0.0000;0.0000;0;0;-9999
;-19;2018.9480;0.0000;0.0000;0.0000;0;0;-9999
;-18;2018.9507;0.0000;0.0000;0.0000;0;0;-9999
;-17;2018.9534;0.0000;0.0000;0.0000;0;0;-9999
;-16;2018.9562;0.0000;0.0000;0.0000;0;0;-9999
;-15;2018.9589;0.0000;0.0000;0.0000;0;0;-9999
;-14;2018.9617;0.0000;0.0000;0.0000;0;0;-9999
;-13;2018.9644;0.0000;0.0000;0.0000;0;0;-9999
;-12;2018.9672;0.0000;0.0000;0.0000;0;0;-9999
;-11;2018.9698;0.0000;0.0000;0.0000;0;0;-9999
;-10;2018.9727;0.0000;0.0000;0.0000;0;0;-9999
;-9;2018.9753;0.0000;0.0000;0.0000;0;0;-9999
;-8;2018.9780;0.0000;0.0000;0.0000;0;0;-9999
;-7;2018.9808;0.0000;0.0000;0.0000;0;0;-9999
;-6;2018.9835;0.0000;0.0000;0.0000;0;0;-9999
;-5;2018.9863;0.0000;0.0000;0.0000;0;0;-9999
;-4;2018.9890;0.0000;0.0000;0.0000;0;0;-9999
;-3;2018.9918;0.0000;0.0000;0.0000;0;0;-9999
;-2;2018.9945;0.0000;0.0000;0.0000;0;0;-9999
;-1;2018.9973;0.0000;0.0000;0.0000;0;0;-9999
;0;2019.0000;0.0000;0.0000;0.0000;0;0;-9999
;1;2019.0027;0.0000;0.0000;0.0000;0;0;-9999
;2;2019.0055;0.0000;0.0000;0.0000;0;0;-9999
;3;2019.0082;0.0000;0.0000;0.0000;0;0;-9999
;4;2019.0110;0.0000;0.0000;0.0000;0;0;-9999
;5;2019.0137;0.0000;0.0000;0.0000;0;0;-9999
;6;2019.0165;0.0000;0.0000;0.0000;0;0;-9999
;7;2019.0192;0.0000;0.0000;0.0000;0;0;-9999
;8;2019.0220;0.0000;0.0000;0.0000;0;0;-9999
;9;2019.0247;0.0000;0.0000;0.0000;0;0;-9999
;10;2019.0273;0.0000;0.0000;0.0000;0;0;-9999
;11;2019.0302;0.0000;0.0000;0.0000;0;0;-9999
;12;2019.0328;0.0000;0.0000;0.0000;0;0;-9999
;13;2019.0356;0.0000;0.0000;0.0000;0;0;-9999
;14;2019.0383;0.0000;0.0000;0.0000;0;0;-9999
;15;2019.0411;0.0000;0.0000;0.0000;0;0;-9999
;16;2019.0438;0.0000;0.0000;0.0000;0;0;-9999
;17;2019.0466;0.0000;0.0000;0.0000;0;0;-9999
;18;2019.0493;0.0000;0.0000;0.0000;0;0;-9999
;19;2019.0520;0.0000;0.0000;0.0000;0;0;-9999
;20;2019.0548;0.0000;0.0000;0.0000;0;0;-9999
;21;2019.0575;0.0000;0.0000;0.0000;0;0;-9999
;22;2019.0603;0.0000;0.0000;0.0000;0;0;-9999
;23;2019.0630;0.0000;0.0000;0.0000;0;0;-9999
;24;2019.0658;0.0000;0.0000;0.0000;0;0;-9999
;25;2019.0685;0.0000;0.0000;0.0000;0;0;-9999
;26;2019.0713;0.0000;0.0000;0.0000;0;0;-9999
;27;2019.0740;0.0000;0.0000;0.0000;0;0;-9999
;28;2019.0767;0.0000;0.0000;0.0000;0;0;-9999
;29;2019.0795;0.0000;0.0000;0.0000;0;0;-9999
;30;2019.0822;0.0000;0.0000;0.0000;0;0;-9999
;31;2019.0850;0.0000;0.0000;0.0000;0;0;-9999
;32;2019.0876;0.0000;0.0000;0.0000;0;0;-9999
;33;2019.0905;0.0000;0.0000;0.0000;0;0;-9999
;34;2019.0931;0.0000;0.0000;0.0000;0;0;-9999
;35;2019.0959;0.0000;0.0000;0.0000;0;0;-9999
;36;2019.0986;0.0000;0.0000;0.0000;0;0;-9999
;37;2019.1013;0.0000;0.0000;0.0000;0;0;-9999
;38;2019.1041;0.0000;0.0000;0.0000;0;0;-9999
;39;2019.1068;0.0000;0.0000;0.0000;0;0;-9999
;40;2019.1096;0.0000;0.0000;0.0000;0;0;-9999
;41;2019.1123;0.0000;0.0000;0.0000;0;0;-9999
;42;2019.1151;0.0000;0.0000;0.0000;0;0;-9999
;43;2019.1178;0.0000;0.0000;0.0000;0;0;-9999
;44;2019.1206;0.0000;0.0000;0.0000;0;0;-9999
;45;2019.1233;0.0000;0.0000;0.0000;0;0;-9999
;46;2019.1260;0.0000;0.0000;0.0000;0;0;-9999
;47;2019.1288;0.0000;0.0000;0.0000;0;0;-9999
;48;2019.1315;0.0000;0.0000;0.0000;0;0;-9999
;49;2019.1343;0.0000;0.0000;0.0000;0;0;-9999
;50;2019.1370;0.0000;0.0000;0.0000;0;0;-9999
;51;2019.1398;0.0000;0.0000;0.0000;0;0;-9999
;52;2019.1425;0.0000;0.0000;0.0000;0;0;-9999
;53;2019.1453;0.0000;0.0000;0.0000;0;0;-9999
;54;2019.1479;0.0000;0.0000;0.0000;0;0;-9999
;55;2019.1506;0.0000;0.0000;0.0000;0;0;-9999
;56;2019.1534;0.0000;0.0000;0.0000;0;0;-9999
;57;2019.1561;0.0009;0.0000;0.0000;0;0;-9999
;58;2019.1589;0.0056;0.0000;0.0000;0;0;-9999
;59;2019.1616;0.0024;0.0000;0.0000;0;0;-9999
;60;2019.1644;0.0000;0.0000;0.0000;0;0;-9999
;61;2019.1671;0.0000;0.0000;0.0000;0;0;-9999
;62;2019.1699;0.0000;0.0000;0.0000;0;0;-9999
;63;2019.1726;0.0000;0.0000;0.0000;0;0;-9999
;64;2019.1753;0.0000;0.0000;0.0000;0;0;-9999
;65;2019.1781;0.0000;0.0000;0.0000;0;0;-9999
;66;2019.1808;0.0000;0.0000;0.0000;0;0;-9999
;67;2019.1836;0.0000;0.0000;0.0000;0;0;-9999
;68;2019.1863;0.0000;0.0000;0.0000;0;0;-9999
;69;2019.1891;0.0000;0.0000;0.0000;0;0;-9999
;70;2019.1918;0.0000;0.0000;0.0000;0;0;-9999
;71;2019.1946;0.0000;0.0000;0.0000;0;0;-9999
;72;2019.1973;0.0000;0.0000;0.0000;0;0;-9999
;73;2019.2000;0.0000;0.0000;0.0000;0;0;-9999
;74;2019.2028;0.0000;0.0000;0.0000;0;0;-9999
;75;2019.2054;0.0000;0.0000;0.0000;0;0;-9999
;76;2019.2083;0.0000;0.0000;0.0000;0;0;-9999
;77;2019.2109;0.0000;0.0000;0.0000;0;0;-9999
;78;2019.2137;0.0000;0.0000;0.0000;0;0;-9999
;79;2019.2164;0.0000;0.0000;0.0000;0;0;-9999
;80;2019.2192;0.0000;0.0000;0.0000;0;0;-9999
;81;2019.2219;0.0000;0.0000;0.0000;0;0;-9999
;82;2019.2246;0.0003;0.0000;0.0000;0;0;-9999
;83;2019.2274;0.0216;0.0000;0.0000;0;0;-9999
;84;2019.2301;0.0000;0.0000;0.0000;0;0;-9999
;85;2019.2329;0.0000;0.0000;0.0000;0;0;-9999
;86;2019.2356;0.0000;0.0000;0.0000;0;0;-9999
;87;2019.2384;0.0000;0.0000;0.0000;0;0;-9999
;88;2019.2411;0.0000;0.0000;0.0000;0;0;-9999
;89;2019.2439;0.0000;0.0000;0.0000;0;0;-9999
;90;2019.2466;0.0002;0.0000;0.0000;0;0;-9999
;91;2019.2493;0.0031;0.0000;0.0000;0;0;-9999
;92;2019.2521;0.0000;0.0000;0.0000;0;0;-9999
;93;2019.2548;0.0000;0.0000;0.0000;0;0;-9999
;94;2019.2576;0.0000;0.0000;0.0000;0;0;-9999
;95;2019.2603;0.0000;0.0000;0.0000;0;0;-9999
;96;2019.2631;0.0000;0.0000;0.0000;0;0;-9999
;97;2019.2657;0.0000;0.0000;0.0000;0;0;-9999
;98;2019.2684;0.0000;0.0000;0.0000;0;0;-9999
;99;2019.2712;0.0000;0.0000;0.0000;0;0;-9999
;100;2019.2739;0.0000;0.0000;0.0000;0;0;-9999
;101;2019.2767;0.0000;0.0000;0.0000;0;0;-9999
;102;2019.2794;0.0000;0.0000;0.0000;0;0;-9999
;103;2019.2822;0.0000;0.0000;0.0000;0;0;-9999
;104;2019.2849;0.0000;0.0000;0.0000;0;0;-9999
;105;2019.2877;0.0000;0.0000;0.0000;0;0;-9999
;106;2019.2904;0.0000;0.0000;0.0000;0;0;-9999
;107;2019.2931;0.0730;0.0019;0.0004;164;37;-9999
;108;2019.2959;0.3720;0.0549;0.0148;4904;1318;-9999
;109;2019.2986;0.3494;0.0501;0.0132;9235;2458;-9999
;110;2019.3014;0.5310;0.0879;0.0270;16827;4790;-9999
;111;2019.3041;0.7925;0.1465;0.0512;29484;9210;-9999
;112;2019.3069;0.7202;0.1297;0.0441;40691;13017;-9999
;113;2019.3096;0.2551;0.0312;0.0071;43387;13633;-9999
;114;2019.3124;0.0298;0.0000;0.0000;43387;13633;-9999
;115;2019.3151;0.0778;0.0005;0.0002;43429;13646;-9999
;116;2019.3177;0.0000;0.0000;0.0000;43429;13646;-9999
;117;2019.3206;0.0000;0.0000;0.0000;43429;13646;-9999
;118;2019.3232;0.0000;0.0000;0.0000;43429;13646;-9999
;119;2019.3260;0.0000;0.0000;0.0000;43429;13646;-9999
;120;2019.3287;0.0000;0.0000;0.0000;43429;13646;-9999
;121;2019.3315;0.0043;0.0000;0.0000;43429;13646;-9999
;122;2019.3342;0.0000;0.0000;0.0000;43429;13646;-9999
;123;2019.3370;0.0000;0.0000;0.0000;43429;13646;-9999
;124;2019.3397;0.0000;0.0000;0.0000;43429;13646;-9999
;125;2019.3424;0.0000;0.0000;0.0000;43429;13646;-9999
;126;2019.3452;0.0000;0.0000;0.0000;43429;13646;-9999
;127;2019.3479;0.0000;0.0000;0.0000;43429;13646;-9999
;128;2019.3507;0.0000;0.0000;0.0000;43429;13646;-9999
;129;2019.3534;0.0000;0.0000;0.0000;43429;13646;-9999
;130;2019.3562;0.0034;0.0000;0.0000;43429;13646;-9999
;131;2019.3589;0.0000;0.0000;0.0000;43429;13646;-9999
;132;2019.3617;0.0000;0.0000;0.0000;43429;13646;-9999
;133;2019.3644;0.0000;0.0000;0.0000;43429;13646;-9999
;134;2019.3671;0.0000;0.0000;0.0000;43429;13646;-9999
;135;2019.3699;0.0000;0.0000;0.0000;43429;13646;-9999
;136;2019.3726;0.0000;0.0000;0.0000;43429;13646;-9999
;137;2019.3754;0.0112;0.0000;0.0000;43429;13646;-9999
;138;2019.3781;0.0001;0.0000;0.0000;43429;13646;-9999
;139;2019.3809;0.0000;0.0000;0.0000;43429;13646;-9999
;140;2019.3835;0.0000;0.0000;0.0000;43429;13646;-9999
;141;2019.3864;0.0012;0.0000;0.0000;43429;13646;-9999
;142;2019.3890;0.2077;0.0200;0.0040;45157;13992;-9999
;143;2019.3917;0.7522;0.1303;0.0435;56414;17755;-9999
;144;2019.3945;1.1185;0.2126;0.0783;74779;24520;-9999
;145;2019.3972;0.5965;0.0900;0.0263;82558;26792;-9999
;146;2019.4000;0.1200;0.0058;0.0012;83061;26892;-9999
;147;2019.4027;1.1418;0.1902;0.0618;99494;32229;-9999
;148;2019.4055;0.0000;0.0000;0.0000;99494;32229;-9999
;149;2019.4082;0.0000;0.0000;0.0000;99494;32229;-9999
;150;2019.4110;0.0681;0.0007;0.0002;99551;32247;-9999
;151;2019.4137;1.1386;0.2161;0.0797;118222;39135;-9999
;152;2019.4164;1.9860;0.4064;0.1603;153335;52983;-9999
;153;2019.4192;2.5481;0.5325;0.2137;199345;71446;-9999
;154;2019.4219;2.4907;0.5195;0.2082;244229;89432;-9999
;155;2019.4247;3.0242;0.6392;0.2589;299455;111797;-9999
;156;2019.4274;2.5304;0.5281;0.2118;345084;130097;-9999
;157;2019.4302;0.0763;0.0011;0.0003;345179;130124;-9999
;158;2019.4329;1.5061;0.2979;0.1143;370918;140001;-9999
;159;2019.4357;1.0072;0.1858;0.0668;386972;145776;-9999
;160;2019.4384;2.6336;0.5230;0.1957;432157;162689;-9999
;161;2019.4410;4.1180;0.4635;0.1108;472207;172259;-9999
;162;2019.4438;0.0005;0.0000;0.0000;472207;172259;-9999
;163;2019.4465;0.2021;0.0171;0.0033;473683;172546;-9999
;164;2019.4493;1.2324;0.2361;0.0881;494081;180160;-9999
;165;2019.4520;2.4926;0.5188;0.2079;538903;198123;-9999
;166;2019.4548;3.0923;0.6621;0.2757;596107;221947;-9999
;167;2019.4575;1.1399;0.2152;0.0793;614704;228798;-9999
;168;2019.4603;2.3383;0.4841;0.1932;656528;245491;-9999
;169;2019.4630;2.6159;0.5466;0.2200;703758;264499;-9999
;170;2019.4657;3.0730;0.6516;0.2663;760054;287510;826667
;171;2019.4685;2.2674;0.4717;0.1908;800809;303995;835921
;172;2019.4712;7.8260;1.7285;0.7366;950149;367633;839380
;173;2019.4740;1.5024;0.2937;0.1114;975523;377256;825398
;174;2019.4767;2.2747;0.4698;0.1872;1016112;393426;869862
;175;2019.4795;3.5655;0.7594;0.3099;1081721;420198;862790
;176;2019.4822;4.5713;0.9851;0.4055;1166829;455233;883044
;177;2019.4850;4.8202;1.0410;0.4292;1256768;492313;911551
;178;2019.4877;5.0366;1.0896;0.4498;1350911;531176;946280
;179;2019.4904;4.6239;0.9971;0.4106;1437062;566652;974488
;180;2019.4932;4.3056;0.9258;0.3804;1517054;599517;1015057
;181;2019.4958;5.5609;1.2139;0.5074;1621935;643359;1060589
;182;2019.4987;8.9505;1.9992;0.8598;1794668;717648;1111499
;183;2019.5013;5.2103;1.1456;0.4867;1893652;759702;1142909
;184;2019.5042;4.6820;1.0252;0.4341;1982228;797207;1216614
;185;2019.5068;2.5720;0.5373;0.2158;2028653;815850;1273926
;186;2019.5096;3.1906;0.6764;0.2747;2087090;839582;1273926
;187;2019.5123;3.2072;0.6808;0.2769;2145908;863510;1273926
;188;2019.5150;3.8407;0.8309;0.3469;2217694;893480;1483555
;189;2019.5178;2.5227;0.5268;0.2113;2263212;911739;1483555
;190;2019.5205;2.2703;0.4703;0.1874;2303845;927930;1484766
;191;2019.5233;1.9570;0.4001;0.1577;2338411;941553;1514645
;192;2019.5260;1.8295;0.3716;0.1456;2370513;954132;1548288
;193;2019.5288;2.1934;0.4535;0.1803;2409700;969711;1564655
;194;2019.5315;2.0042;0.4112;0.1624;2445226;983741;1555809
;195;2019.5343;4.5034;0.9890;0.4209;2530680;1020103;1532642
;196;2019.5370;0.8060;0.1420;0.0485;2542947;1024289;1486068
;197;2019.5397;1.9271;0.3944;0.1553;2577026;1037708;1431309
;198;2019.5425;2.4361;0.5092;0.2039;2621021;1055324;1386393
;199;2019.5452;2.3682;0.4942;0.1975;2663719;1072391;1344713
;200;2019.5480;2.6014;0.5469;0.2198;2710973;1091385;1308229
;201;2019.5507;4.0081;0.8683;0.3598;2785991;1122473;1272180
;202;2019.5535;3.0322;0.6445;0.2611;2841680;1145033;1234491
;203;2019.5562;3.4385;0.7365;0.3000;2905310;1170952;1201752
;204;2019.5590;4.0194;0.8678;0.3555;2980290;1201670;1164237
;205;2019.5616;4.3000;0.9315;0.3824;3060770;1234711;1118138
;206;2019.5643;4.2245;0.9149;0.3754;3139821;1267148;1071869
;207;2019.5671;8.9803;2.0154;0.8689;3313948;1342223;1019649
;208;2019.5698;2.5582;0.5426;0.2214;3360833;1361354;968804
;209;2019.5726;1.5676;0.3127;0.1201;3387848;1371735;922155
;210;2019.5753;1.6956;0.3448;0.1344;3417640;1383350;898521
;211;2019.5781;2.3873;0.4998;0.1999;3460824;1400622;883330
;212;2019.5808;1.8729;0.3809;0.1497;3493732;1413555;852435
;213;2019.5836;2.7013;0.5649;0.2293;3542541;1433364;827579
;214;2019.5863;2.1231;0.4352;0.1747;3580145;1448457;807308
;215;2019.5890;2.1531;0.4394;0.1711;3618108;1463239;799275
;216;2019.5918;2.7371;0.5853;0.2189;3668676;1482149;805593
;217;2019.5945;3.5419;0.7742;0.2794;3735567;1506285;809715
;218;2019.5973;6.4001;1.4239;0.5583;3858594;1554522;802450
;219;2019.6000;4.1198;0.8865;0.3385;3935189;1583771;822182
;220;2019.6028;3.0326;0.6012;0.1839;3987131;1599656;811241
;221;2019.6055;6.7969;1.3628;0.4634;4104878;1639696;803041
;222;2019.6083;4.4047;0.8139;0.2440;4175202;1660776;816521
;223;2019.6110;9.8283;2.0488;0.7796;4352216;1728135;809298
;224;2019.6136;3.4860;0.6656;0.2228;4409726;1747383;825616
;225;2019.6165;1.3543;0.2060;0.0412;4427522;1750941;775595
;226;2019.6191;1.5840;0.2470;0.0515;4448862;1755388;757078
;227;2019.6219;2.5939;0.4286;0.0975;4485889;1763809;755830
;228;2019.6246;2.4095;0.3897;0.0849;4519555;1771144;756268
;229;2019.6274;4.3331;0.7278;0.1672;4582438;1785591;766012
;230;2019.6301;11.1045;2.2054;0.7724;4772985;1852324;783802
;231;2019.6329;7.1399;1.4413;0.5298;4897515;1898102;837477
;232;2019.6356;6.2282;1.1734;0.3865;4998894;1931497;835001
;233;2019.6383;1.7908;0.2822;0.0605;5023275;1936724;794875
;234;2019.6411;2.9538;0.4688;0.0914;5063776;1944624;782645
;235;2019.6438;3.3297;0.5291;0.1012;5109494;1953365;743573
;236;2019.6466;3.6113;0.5735;0.1074;5159042;1962641;660280
;237;2019.6493;3.7140;0.5869;0.1067;5209749;1971861;533320
;238;2019.6521;3.9870;0.6282;0.1108;5264023;1981432;339079
;239;2019.6548;4.1256;0.6456;0.1092;5319804;1990863;35976
;240;2019.6576;3.7932;0.5872;0.0948;5370540;1999052;1640
;241;2019.6603;3.9717;0.6124;0.0957;5423452;2007317;1640
;242;2019.6630;3.8939;0.5953;0.0884;5474889;2014951;1640
;243;2019.6658;4.0965;0.6380;0.1043;5530009;2023963;1640
;244;2019.6685;3.2644;0.5172;0.0961;5574696;2032267;1640
;245;2019.6713;1.9902;0.2850;0.0323;5599318;2035054;1640
;246;2019.6740;2.1719;0.3130;0.0354;5626363;2038117;1640
;247;2019.6768;2.8276;0.4159;0.0496;5662301;2042400;1640
;248;2019.6794;0.9310;0.1177;0.0075;5672470;2043044;1640
;249;2019.6823;0.0095;0.0000;0.0000;5672470;2043044;1640
;250;2019.6849;0.4493;0.0522;0.0077;5676984;2043711;1640
;251;2019.6876;0.0001;0.0000;0.0000;5676984;2043711;1640
;252;2019.6904;0.0053;0.0000;0.0000;5676984;2043711;1640
;253;2019.6931;0.6395;0.1185;0.0405;5687219;2047209;1640
;254;2019.6959;1.5146;0.2113;0.0197;5705472;2048913;1640
;255;2019.6986;2.0094;0.2886;0.0296;5730405;2051469;1640
;256;2019.7014;2.7093;0.3978;0.0434;5764773;2055221;1640
;257;2019.7041;3.0349;0.4471;0.0480;5803401;2059367;1640
;258;2019.7069;3.1405;0.4623;0.0483;5843340;2063543;1640
;259;2019.7096;3.1031;0.4546;0.0453;5882615;2067455;1640
;260;2019.7123;2.9279;0.4256;0.0397;5919391;2070887;1640
;261;2019.7151;1.4622;0.2007;0.0141;5936728;2072109;1640
;262;2019.7178;1.2424;0.1672;0.0104;5951178;2073009;1640
;263;2019.7206;1.4259;0.1954;0.0133;5968060;2074156;1640
;264;2019.7233;2.0633;0.2927;0.0231;5993347;2076154;1640
;265;2019.7261;3.3838;0.5836;0.1433;6043771;2088537;1640
;266;2019.7288;0.7331;0.0908;0.0026;6051613;2088758;1640
;267;2019.7316;0.6931;0.0849;0.0065;6058946;2089323;1640
;268;2019.7343;1.6607;0.2991;0.0899;6084785;2097088;1640
;269;2019.7369;0.9373;0.1307;0.0154;6096079;2098419;1640
;270;2019.7397;1.7789;0.3022;0.0704;6122188;2104499;1640
;271;2019.7424;0.9534;0.1255;0.0060;6133028;2105021;1640
;272;2019.7452;1.9401;0.2756;0.0207;6156838;2106807;1640
;273;2019.7479;1.6520;0.2319;0.0162;6176870;2108205;1640
