Stationsnummer: 2219
Stationsname: Oberried / Lenk
DBLH-Nr: 00735
Gewässer: Simme
Exportperiode: 1974-01-01 - 2026-05-16
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Tagesmaxima
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-19 00:00:00;2013-07-19 21:45:00;5.445;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-20 00:00:00;2013-07-20 00:25:00;5.199;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-21 00:00:00;2013-07-21 16:35:00;6.362;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-22 00:00:00;2013-07-22 17:25:00;6.806;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-23 00:00:00;2013-07-23 00:05:00;5.280;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-24 00:00:00;2013-07-24 20:55:00;4.792;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-25 00:00:00;2013-07-25 22:55:00;4.810;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-26 00:00:00;2013-07-26 20:55:00;5.080;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-27 00:00:00;2013-07-27 20:25:00;5.593;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-28 00:00:00;2013-07-28 19:55:00;7.888;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-29 00:00:00;2013-07-29 15:55:00;17.115;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-30 00:00:00;2013-07-30 00:15:00;9.988;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-07-31 00:00:00;2013-07-31 22:35:00;7.773;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-01 00:00:00;2013-08-01 22:15:00;9.177;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-02 00:00:00;2013-08-02 21:45:00;20.585;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-03 00:00:00;2013-08-03 00:15:00;18.249;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-04 00:00:00;2013-08-04 19:55:00;6.150;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-05 00:00:00;2013-08-05 17:55:00;6.730;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-06 00:00:00;2013-08-06 17:35:00;7.802;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-07 00:00:00;2013-08-07 22:25:00;12.097;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-08 00:00:00;2013-08-08 13:25:00;10.781;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-09 00:00:00;2013-08-09 17:35:00;13.180;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-10 00:00:00;2013-08-10 00:05:00;8.121;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-11 00:00:00;2013-08-11 00:05:00;6.081;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-12 00:00:00;2013-08-12 19:35:00;5.966;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-13 00:00:00;2013-08-13 16:35:00;5.966;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-14 00:00:00;2013-08-14 17:15:00;5.220;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-15 00:00:00;2013-08-15 17:45:00;5.424;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-16 00:00:00;2013-08-16 16:35:00;5.341;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-17 00:00:00;2013-08-17 17:55:00;5.788;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-18 00:00:00;2013-08-18 17:05:00;6.556;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-19 00:00:00;2013-08-19 18:15:00;6.507;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-20 00:00:00;2013-08-20 17:45:00;6.581;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-21 00:00:00;2013-08-21 17:25:00;6.012;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-22 00:00:00;2013-08-22 17:25:00;6.291;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-23 00:00:00;2013-08-23 16:55:00;5.966;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-24 00:00:00;2013-08-24 18:35:00;7.715;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-25 00:00:00;2013-08-25 00:15:00;5.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-26 00:00:00;2013-08-26 17:05:00;2.964;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-27 00:00:00;2013-08-27 16:00:55;2.909;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-28 00:00:00;2013-08-28 17:59:30;5.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-29 00:00:00;2013-08-29 17:54:55;5.679;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-30 00:00:00;2013-08-30 15:53:55;6.362;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-08-31 00:00:00;2013-08-31 17:40:15;5.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-01 00:00:00;2013-09-01 15:55:40;5.362;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-02 00:00:00;2013-09-02 17:45:00;5.139;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-03 00:00:00;2013-09-03 18:15:00;5.744;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-04 00:00:00;2013-09-04 16:15:00;6.267;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-05 00:00:00;2013-09-05 16:45:00;6.081;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-06 00:00:00;2013-09-06 15:25:00;5.855;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-07 00:00:00;2013-09-07 15:15:00;7.410;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-08 00:00:00;2013-09-08 16:25:00;7.037;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-09 00:00:00;2013-09-09 16:15:00;5.877;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-10 00:00:00;2013-09-10 12:45:00;4.552;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-11 00:00:00;2013-09-11 00:00:00;2.700;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-12 00:00:00;2013-09-12 06:25:00;2.352;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-13 00:00:00;2013-09-13 02:05:00;2.053;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-14 00:00:00;2013-09-15 00:00:00;2.371;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-15 00:00:00;2013-09-15 18:05:00;3.905;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-16 00:00:00;2013-09-16 22:45:00;4.516;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-17 00:00:00;2013-09-17 03:25:00;4.607;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-18 00:00:00;2013-09-18 21:25:00;8.918;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-19 00:00:00;2013-09-19 00:00:00;8.062;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-20 00:00:00;2013-09-20 00:05:00;4.810;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-21 00:00:00;2013-09-21 00:00:00;3.241;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-22 00:00:00;2013-09-22 00:00:00;2.626;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-23 00:00:00;2013-09-23 01:15:00;2.455;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-24 00:00:00;2013-09-24 00:05:00;2.238;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-25 00:00:00;2013-09-25 11:05:00;2.164;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-26 00:00:00;2013-09-26 20:05:00;2.813;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-27 00:00:00;2013-09-27 17:35:00;3.365;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-28 00:00:00;2013-09-28 21:55:00;3.063;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-29 00:00:00;2013-09-29 20:55:00;4.018;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-09-30 00:00:00;2013-09-30 16:45:00;4.068;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-01 00:00:00;2013-10-01 15:25:00;3.380;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-02 00:00:00;2013-10-02 16:05:00;3.591;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-03 00:00:00;2013-10-03 16:15:00;3.425;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-04 00:00:00;2013-10-05 00:00:00;4.481;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-05 00:00:00;2013-10-05 03:55:00;5.300;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-06 00:00:00;2013-10-06 17:25:00;3.683;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-07 00:00:00;2013-10-07 15:55:00;4.118;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-08 00:00:00;2013-10-08 18:15:00;3.292;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-09 00:00:00;2013-10-09 19:55:00;2.895;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-10 00:00:00;2013-10-10 18:45:00;2.572;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-11 00:00:00;2013-10-11 21:55:00;2.378;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-12 00:00:00;2013-10-12 16:25:00;2.077;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-13 00:00:00;2013-10-13 00:05:00;2.017;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-14 00:00:00;2013-10-14 19:35:00;2.114;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-15 00:00:00;2013-10-16 00:00:00;2.152;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-16 00:00:00;2013-10-16 03:30:00;4.340;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-17 00:00:00;2013-10-17 02:52:10;2.352;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-18 00:00:00;2013-10-18 00:00:00;1.873;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-19 00:00:00;2013-10-19 00:00:00;1.674;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-20 00:00:00;2013-10-20 00:00:00;1.617;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-21 00:00:00;2013-10-21 00:00:00;1.599;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-22 00:00:00;2013-10-23 00:00:00;1.757;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-23 00:00:00;2013-10-23 16:55:00;3.530;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-24 00:00:00;2013-10-24 00:00:00;3.035;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-25 00:00:00;2013-10-25 00:00:00;2.286;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-26 00:00:00;2013-10-26 00:00:00;1.962;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-27 00:00:00;2013-10-27 09:05:00;2.102;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-28 00:00:00;2013-10-28 07:45:00;2.151;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-29 00:00:00;2013-10-29 06:45:00;2.077;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-30 00:00:00;2013-10-30 04:15:00;1.849;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-10-31 00:00:00;2013-10-31 15:05:00;2.114;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-01 00:00:00;2013-11-01 17:35:00;1.526;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-02 00:00:00;2013-11-02 01:25:00;1.548;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-03 00:00:00;2013-11-03 16:15:00;2.276;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-04 00:00:00;2013-11-04 16:45:00;1.837;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-05 00:00:00;2013-11-05 22:15:00;1.755;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-06 00:00:00;2013-11-06 11:45:00;2.507;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-07 00:00:00;2013-11-07 01:35:00;2.139;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-08 00:00:00;2013-11-08 23:55:00;2.077;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-09 00:00:00;2013-11-09 04:45:00;2.251;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-10 00:00:00;2013-11-10 07:35:00;1.814;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-11 00:00:00;2013-11-11 12:35:00;1.571;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-12 00:00:00;2013-11-12 00:00:00;1.152;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-13 00:00:00;2013-11-13 00:00:00;1.087;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-14 00:00:00;2013-11-14 00:00:00;1.002;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-15 00:00:00;2013-11-15 00:05:00;0.970;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-16 00:00:00;2013-11-16 00:05:00;0.928;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-17 00:00:00;2013-11-17 00:00:00;0.855;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-18 00:00:00;2013-11-18 00:00:00;0.834;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-19 00:00:00;2013-11-19 23:35:00;0.876;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-20 00:00:00;2013-11-20 00:00:00;0.867;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-21 00:00:00;2013-11-21 00:00:00;0.783;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-22 00:00:00;2013-11-22 00:00:00;0.752;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-23 00:00:00;2013-11-23 12:35:00;0.660;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-24 00:00:00;2013-11-24 00:00:00;0.639;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-25 00:00:00;2013-11-25 00:05:00;0.619;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-26 00:00:00;2013-11-26 00:00:00;0.549;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-27 00:00:00;2013-11-28 00:00:00;0.578;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-28 00:00:00;2013-11-28 23:15:00;0.660;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-29 00:00:00;2013-11-29 00:00:00;0.605;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-11-30 00:00:00;2013-11-30 11:15:00;0.490;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-01 00:00:00;2013-12-01 11:35:00;0.518;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-02 00:00:00;2013-12-02 10:15:00;0.629;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-03 00:00:00;2013-12-03 08:35:00;0.418;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-04 00:00:00;2013-12-04 00:05:00;0.395;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-05 00:00:00;2013-12-05 02:05:00;0.426;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-06 00:00:00;2013-12-06 00:00:00;0.372;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-07 00:00:00;2013-12-07 00:00:00;0.357;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-08 00:00:00;2013-12-08 00:00:00;0.337;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-09 00:00:00;2013-12-09 00:00:00;0.324;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-10 00:00:00;2013-12-10 04:45:00;0.426;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-11 00:00:00;2013-12-11 00:00:00;0.312;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-12 00:00:00;2013-12-12 00:00:00;0.299;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-13 00:00:00;2013-12-13 00:00:00;0.293;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-14 00:00:00;2013-12-14 14:35:00;0.299;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-15 00:00:00;2013-12-15 00:00:00;0.271;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-16 00:00:00;2013-12-16 00:00:00;0.266;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-17 00:00:00;2013-12-17 00:05:00;0.266;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-18 00:00:00;2013-12-18 00:00:00;0.261;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-19 00:00:00;2013-12-19 14:35:00;0.444;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-20 00:00:00;2013-12-20 14:05:00;0.286;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-21 00:00:00;2013-12-21 00:05:00;0.251;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-22 00:00:00;2013-12-22 15:25:00;0.299;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-23 00:00:00;2013-12-23 00:00:00;0.246;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-24 00:00:00;2013-12-24 21:35:00;0.256;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-25 00:00:00;2013-12-25 22:15:00;0.337;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-26 00:00:00;2013-12-26 00:00:00;0.331;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-27 00:00:00;2013-12-27 00:00:00;0.293;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-28 00:00:00;2013-12-28 20:25:00;0.276;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-29 00:00:00;2013-12-29 00:00:00;0.261;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-30 00:00:00;2013-12-30 23:25:00;0.481;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2013-12-31 00:00:00;2013-12-31 00:05:00;0.481;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2014-01-01 00:00:00;2014-01-01 00:05:00;0.235;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2014-01-02 00:00:00;2014-01-02 11:25:00;0.244;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2014-01-03 00:00:00;2014-01-03 00:00:00;0.231;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;2014-01-04 00:00:00;2014-01-05 00:00:00;0.300;Freigegeben, validierte Daten
