Stationsnummer: 2219
Stationsname: Oberried / Lenk
DBLH-Nr: 00735
Gewässer: Simme
Exportperiode: 1974-01-01 - 2026-05-16
Parameter: Abfluss
Parametereinheit: m3/s
Zeitreihe: Tagesmaxima
Stationsname;Stationsnummer;Parameter;Zeitreihe;Parametereinheit;Gewässer;Zeitstempel;Zeitpunkt_des_Auftretens;Wert;Freigabestatus
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-08-28 00:00:00;1981-08-28 05:47:00;2.839;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-08-29 00:00:00;1981-08-29 21:17:15;2.857;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-08-30 00:00:00;1981-08-30 00:00:00;2.849;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-08-31 00:00:00;1981-08-31 21:15:50;2.951;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-01 00:00:00;1981-09-01 11:47:00;4.617;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-02 00:00:00;1981-09-02 20:41:15;4.667;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-03 00:00:00;1981-09-03 07:20:35;4.592;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-04 00:00:00;1981-09-04 00:00:00;3.511;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-05 00:00:00;1981-09-05 00:00:00;2.827;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-06 00:00:00;1981-09-06 00:00:00;2.776;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-07 00:00:00;1981-09-07 20:36:55;2.820;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-08 00:00:00;1981-09-08 23:26:50;2.895;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-09 00:00:00;1981-09-09 10:12:00;3.911;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-10 00:00:00;1981-09-11 00:00:00;3.929;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-11 00:00:00;1981-09-11 01:55:10;4.163;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-12 00:00:00;1981-09-12 18:02:50;4.793;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-13 00:00:00;1981-09-13 00:00:00;3.581;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-14 00:00:00;1981-09-14 13:01:55;4.793;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-15 00:00:00;1981-09-15 00:00:00;4.174;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-16 00:00:00;1981-09-16 00:00:00;3.164;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-17 00:00:00;1981-09-17 09:33:05;3.007;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-18 00:00:00;1981-09-18 22:40:45;2.988;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-19 00:00:00;1981-09-20 00:00:00;3.182;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-20 00:00:00;1981-09-21 00:00:00;4.160;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-21 00:00:00;1981-09-21 16:04:45;4.667;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-22 00:00:00;1981-09-22 08:45:35;4.541;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-23 00:00:00;1981-09-23 10:16:15;6.252;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-24 00:00:00;1981-09-25 00:00:00;4.564;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-25 00:00:00;1981-09-25 00:12:55;4.566;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-26 00:00:00;1981-09-26 00:00:00;3.069;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-27 00:00:00;1981-09-27 19:13:25;4.012;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-28 00:00:00;1981-09-28 00:00:00;3.388;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-29 00:00:00;1981-09-29 06:50:20;3.044;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-09-30 00:00:00;1981-09-30 01:10:30;2.801;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-01 00:00:00;1981-10-01 00:00:00;2.325;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-02 00:00:00;1981-10-02 17:31:10;2.442;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-03 00:00:00;1981-10-03 20:24:00;2.377;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-04 00:00:00;1981-10-04 00:00:00;2.001;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-05 00:00:00;1981-10-05 02:18:10;1.735;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-06 00:00:00;1981-10-06 03:20:05;1.749;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-07 00:00:00;1981-10-07 04:07:40;2.393;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-08 00:00:00;1981-10-08 00:00:00;1.726;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-09 00:00:00;1981-10-09 00:00:00;1.493;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-10 00:00:00;1981-10-11 00:00:00;2.038;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-11 00:00:00;1981-10-11 10:14:50;8.478;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-12 00:00:00;1981-10-12 18:56:05;21.020;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-13 00:00:00;1981-10-13 00:00:00;6.834;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-14 00:00:00;1981-10-15 00:00:00;2.978;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-15 00:00:00;1981-10-15 04:04:45;5.266;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-16 00:00:00;1981-10-16 00:00:00;4.551;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-17 00:00:00;1981-10-17 00:00:00;2.723;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-18 00:00:00;1981-10-19 00:00:00;2.305;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-19 00:00:00;1981-10-19 01:19:10;2.311;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-20 00:00:00;1981-10-20 00:00:00;1.958;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-21 00:00:00;1981-10-21 13:43:40;1.907;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-22 00:00:00;1981-10-22 00:00:00;1.670;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-23 00:00:00;1981-10-23 00:00:00;1.389;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-24 00:00:00;1981-10-24 17:32:35;1.256;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-25 00:00:00;1981-10-25 19:23:30;1.158;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-26 00:00:00;1981-10-26 00:00:00;1.105;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-27 00:00:00;1981-10-27 08:06:40;1.023;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-28 00:00:00;1981-10-28 13:24:55;1.013;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-29 00:00:00;1981-10-29 13:01:55;0.961;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-30 00:00:00;1981-10-31 00:00:00;1.233;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-10-31 00:00:00;1981-10-31 18:18:40;1.792;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-01 00:00:00;1981-11-01 00:00:00;1.612;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-02 00:00:00;1981-11-02 00:00:00;1.296;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-03 00:00:00;1981-11-03 00:00:00;1.141;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-04 00:00:00;1981-11-04 00:00:00;1.034;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-05 00:00:00;1981-11-05 00:00:00;0.930;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-06 00:00:00;1981-11-06 00:00:00;0.893;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-07 00:00:00;1981-11-07 00:00:00;0.842;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-08 00:00:00;1981-11-08 14:34:00;0.767;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-09 00:00:00;1981-11-09 00:00:00;0.716;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-10 00:00:00;1981-11-10 15:34:30;0.668;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-11 00:00:00;1981-11-11 13:35:00;0.668;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-12 00:00:00;1981-11-12 00:00:00;0.627;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-13 00:00:00;1981-11-13 00:00:00;0.588;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-14 00:00:00;1981-11-14 00:00:00;0.570;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-15 00:00:00;1981-11-15 00:00:00;0.549;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-16 00:00:00;1981-11-16 11:15:20;0.613;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-17 00:00:00;1981-11-17 00:00:00;0.505;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-18 00:00:00;1981-11-19 00:00:00;0.498;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-19 00:00:00;1981-11-20 00:00:00;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-20 00:00:00;1981-11-20 00:17:15;0.500;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-21 00:00:00;1981-11-21 00:00:00;0.477;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-22 00:00:00;1981-11-22 00:00:00;0.452;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-23 00:00:00;1981-11-23 17:09:35;0.435;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-24 00:00:00;1981-11-24 00:00:00;0.420;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-25 00:00:00;1981-11-25 13:30:40;0.416;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-26 00:00:00;1981-11-26 09:40:15;0.396;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-27 00:00:00;1981-11-27 23:36:55;0.635;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-28 00:00:00;1981-11-28 00:00:00;0.620;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-29 00:00:00;1981-11-29 00:00:00;0.452;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-11-30 00:00:00;1981-11-30 15:36:00;0.435;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-01 00:00:00;1981-12-01 08:38:20;0.749;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-02 00:00:00;1981-12-02 00:00:00;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-03 00:00:00;1981-12-03 07:00:25;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-04 00:00:00;1981-12-04 12:02:50;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-05 00:00:00;1981-12-05 00:00:00;0.395;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-06 00:00:00;1981-12-06 14:08:05;0.377;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-07 00:00:00;1981-12-07 20:42:40;0.377;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-08 00:00:00;1981-12-09 00:00:00;0.384;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-09 00:00:00;1981-12-09 03:20:05;0.403;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-10 00:00:00;1981-12-10 00:00:00;0.386;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-11 00:00:00;1981-12-12 00:00:00;0.415;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-12 00:00:00;1981-12-12 07:35:00;0.448;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-13 00:00:00;1981-12-13 00:00:00;0.405;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-14 00:00:00;1981-12-14 23:19:40;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-15 00:00:00;1981-12-15 12:10:00;0.409;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-16 00:00:00;1981-12-16 08:28:15;0.695;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-17 00:00:00;1981-12-17 00:00:00;0.555;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-18 00:00:00;1981-12-18 00:00:00;0.427;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-19 00:00:00;1981-12-19 00:00:00;0.407;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-20 00:00:00;1981-12-21 00:00:00;0.366;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-21 00:00:00;1981-12-21 05:06:40;0.370;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-22 00:00:00;1981-12-22 00:00:00;0.327;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-23 00:00:00;1981-12-23 00:00:00;0.313;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-24 00:00:00;1981-12-24 00:00:00;0.309;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-25 00:00:00;1981-12-25 00:00:00;0.307;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-26 00:00:00;1981-12-26 00:00:00;0.306;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-27 00:00:00;1981-12-27 19:14:50;0.315;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-28 00:00:00;1981-12-28 00:00:00;0.277;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-29 00:00:00;1981-12-29 12:48:55;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-30 00:00:00;1981-12-31 00:00:00;0.299;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1981-12-31 00:00:00;1981-12-31 23:49:55;0.429;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-01 00:00:00;1982-01-01 00:00:00;0.428;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-02 00:00:00;1982-01-02 00:00:00;0.349;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-03 00:00:00;1982-01-03 00:00:00;0.325;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-04 00:00:00;1982-01-05 00:00:00;0.405;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-05 00:00:00;1982-01-05 22:52:15;0.487;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-06 00:00:00;1982-01-06 10:39:20;0.776;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-07 00:00:00;1982-01-07 00:00:00;0.623;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-08 00:00:00;1982-01-09 00:00:00;0.641;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-09 00:00:00;1982-01-09 01:29:15;0.668;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-10 00:00:00;1982-01-10 00:00:00;0.489;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-11 00:00:00;1982-01-11 00:00:00;0.376;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-12 00:00:00;1982-01-12 08:16:45;0.330;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-13 00:00:00;1982-01-13 00:00:00;0.303;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-14 00:00:00;1982-01-14 08:39:50;0.270;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-15 00:00:00;1982-01-15 00:00:00;0.242;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-16 00:00:00;1982-01-16 20:25:25;0.285;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-17 00:00:00;1982-01-17 00:00:00;0.284;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-18 00:00:00;1982-01-18 00:00:00;0.277;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-19 00:00:00;1982-01-19 00:00:00;0.262;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-20 00:00:00;1982-01-20 00:00:00;0.255;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-21 00:00:00;1982-01-21 00:00:00;0.249;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-22 00:00:00;1982-01-22 00:00:00;0.244;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-23 00:00:00;1982-01-23 00:00:00;0.240;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-24 00:00:00;1982-01-25 00:00:00;0.234;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-25 00:00:00;1982-01-26 00:00:00;0.281;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-26 00:00:00;1982-01-27 00:00:00;0.290;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-27 00:00:00;1982-01-27 00:36:00;0.290;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-28 00:00:00;1982-01-28 00:00:00;0.216;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-29 00:00:00;1982-01-30 00:00:00;0.230;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-30 00:00:00;1982-01-30 01:53:45;0.234;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-01-31 00:00:00;1982-01-31 19:22:00;0.210;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-01 00:00:00;1982-02-01 00:00:00;0.201;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-02 00:00:00;1982-02-02 01:26:20;0.194;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-03 00:00:00;1982-02-03 00:00:00;0.186;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-04 00:00:00;1982-02-05 00:00:00;0.185;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-05 00:00:00;1982-02-06 00:00:00;0.186;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-06 00:00:00;1982-02-07 00:00:00;0.187;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-07 00:00:00;1982-02-08 00:00:00;0.188;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-08 00:00:00;1982-02-09 00:00:00;0.189;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-09 00:00:00;1982-02-10 00:00:00;0.190;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-10 00:00:00;1982-02-11 00:00:00;0.190;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-11 00:00:00;1982-02-12 00:00:00;0.191;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-12 00:00:00;1982-02-13 00:00:00;0.192;Freigegeben, validierte Daten
Oberried / Lenk;2219;Abfluss;Tagesmaxima;m3/s;Simme;1982-02-13 00:00:00;1982-02-14 00:00:00;0.193;Freigegeben, validierte Daten
